시도,구시군,시장명,시장주소,2010_개설주기,2010_등록_인정 여부,2010_영업점포,2010_공동화장실 보유여부,2010_고객 주차장 보유여부
부산,사하구,에덴시장,부산 사하구 하단2동 487-6,상설,등록,25,보유,보유
부산,사하구,하단시장,부산 사하구 당리동 302-7,상설,등록,26,보유,미보유
부산,사하구,신평골목시장,부산 사하구 신평1동 82-9,상설,인정,99,미보유,미보유
부산,사하구,하단5일상설시장,부산 사하구 하단1동 620-8,상설+정기,인정,96,보유,미보유
부산,금정구,구서오시게시장,부산 금정구 구서1동 87-9,상설,등록,101,보유,보유
부산,금정구,금사제일상가시장,부산 금정구 금사동 68-14,상설,등록,13,보유,미보유
부산,금정구,부곡상가시장,부산 금정구 부곡1동 304-1,상설,인정,34,보유,미보유
부산,금정구,서동시장,부산 금정구 서4동 302,상설,등록,61,보유,미보유
부산,금정구,장전상가시장,부산 금정구 장전3동 421-7,상설,등록,44,보유,미보유
부산,강서구,(주)명지시장,부산 강서구 명지동 1-377,상설,인정,128,보유,보유
부산,연제구,(사)거성시장,부산 연제구 거제2동 987-10,상설,등록,31,보유,미보유
부산,연제구,(사)영남종합시장,부산 연제구 연산2동 1328-15,상설,등록,24,보유,미보유
부산,연제구,(주)거제시장,부산 연제구 거제3동 486-1,상설,등록,61,보유,보유
부산,연제구,연동시장,부산 연제구 연산1동 312-18,상설,등록,13,보유,보유
부산,연제구,연미새시장,부산 연제구 연산6동 2124-16,상설,등록,19,보유,미보유
부산,연제구,연산시장,부산 연제구 연산2동 787-3,상설,등록,10,미보유,보유
부산,연제구,연일시장,부산 연제구 연산4동 636-28,상설,등록,30,보유,보유
부산,연제구,연천시장,부산 연제구 연산8동 364-1,상설,등록,30,보유,미보유
부산,수영구,광안어패류시장,부산 수영구 민락동 181-72,상설,등록,21,보유,보유
부산,수영구,광안종합시장,부산 수영구 광안동 94-1,상설,등록,25,보유,미보유
부산,수영구,남천해변시장,부산 수영구 남천1동 556,상설,등록,177,보유,보유
부산,수영구,동방시장,부산 수영구 민락동 161-7,상설,등록,13,보유,미보유
부산,수영구,망미새상가시장,부산 수영구 망미 831-13,상설,등록,28,보유,미보유
부산,수영구,망미종합시장,부산 수영구 망미1동 804-1,상설,등록,21,보유,미보유
부산,수영구,망미중앙시장,부산 수영구 망미동 431-6,상설,인정,98,보유,미보유
부산,수영구,민락어패류시장,부산 수영구 민락동 181-8,상설,등록,54,보유,보유
부산,수영구,민락회타운,부산 수영구 민락동 181-84,상설,인정,55,보유,보유
부산,수영구,세흥시장,부산 수영구 남천1동 26-5,상설,등록,12,보유,미보유
부산,수영구,수영건설시장,부산 수영구 수영동 466-20,상설,등록,11,보유,미보유
부산,수영구,수영팔도상가시장,부산 수영구 수영동 60-1,상설,인정,129,미보유,미보유
부산,수영구,현대종합상가시장,부산 수영구 수영동 541,상설,등록,26,보유,보유
부산,수영구,민락씨랜드,부산 수영구 민락동 181-228,상설,인정,53,보유,보유
부산,수영구,민락골목시장,부산 수영구 민락동 190-1,상설,인정,85,미보유,미보유
부산,사상구,구덕대림상가,부산 사상구 학장동 167-3,상설,등록,31,보유,미보유
부산,사상구,부산산업용재유통상가,부산 사상구 감전동 152-2,상설,등록,860,보유,보유
부산,사상구,부산산업용품상협동조합,부산 사상구 괘법동 578,상설,등록,1364,보유,보유
부산,사상구,부산새벽시장,부산 사상구 감전동 143-12/ 16,상설,인정,261,보유,보유
부산,사상구,북부산시장,부산 사상구 덕도1동 422-16,상설,등록,30,보유,미보유
부산,사상구,영해종합시장,부산 사상구 학장동 570-2,상설,등록,68,보유,보유
부산,사상구,복이 있는 덕포시장,부산 사상구 덕포동 421-13,상설,인정,190,미보유,미보유
부산,기장군,기장시장,부산 기장군 기장읍 대라리 72-1,상설,등록,143,보유,보유
대구,중구,서문시장 제4지구,대구 중구 대신동 115-377,상설,등록,680,보유,미보유
대구,중구,번개시장,대구 중구 태평로1가 1-186외 2곳,상설,등록,348,보유,미보유
대구,중구,서문시장 건해산물상가,대구 중구 대신동 265-5 일대,상설,인정,79,보유,미보유
대구,중구,교동시장,대구 중구 교동 67-12,상설,등록,1010,보유,미보유
대구,중구,남문시장,대구 중구 남산동 698-22,상설,등록,117,미보유,미보유
대구,중구,덕산(염매)시장,대구 중구 덕산동 38,상설,등록,93,보유,미보유
대구,중구,동부시장,대구 중구 동인동 470-2,상설,등록,51,보유,미보유
대구,중구,방천시장,대구 중구 대봉동 11,상설,인정,80,보유,미보유
대구,중구,서문시장 제5지구,대구 중구 대신동 115-400,상설,등록,437,보유,보유
대구,중구,동산상가,대구 중구 대신동 115-30,상설,등록,756,보유,보유
대구,중구,서문시장제1지구포목시장,대구 중구 대신동 115-379,상설,등록,287,보유,미보유
대구,중구,서문시장제1지구직물시장,대구 중구 대신동 115-379,상설,등록,300,보유,미보유
대구,중구,중앙시장,대구 중구 포정동 21-3,상설,등록,36,보유,미보유
대구,중구,보성황실시장,대구 중구 남산4동 2466-1,상설,등록,22,보유,미보유
대구,중구,명품프라자상가,"대구 중구 대신동 115-112,115-91",상설,인정,180,보유,보유
대구,동구,공항시장,대구 동구 지저동 694-42,상설,인정,55,보유,미보유
대구,동구,동구시장,대구 동구 효목동 533,상설,등록,121,보유,미보유
대구,동구,동대구역전시장,대구 동구 신천3동 278,상설,등록,24,보유,미보유
대구,동구,동서시장,대구 동구 신암5동 96-6,상설,인정,79,미보유,미보유
대구,동구,반야월종합시장,대구 동구 신기동 174-1,상설+정기,등록,54,보유,보유
대구,동구,방촌시장,대구 동구 방촌읍 1067-2,상설,등록,40,보유,보유
대구,동구,방촌현대시장,대구 동구 방촌동 902-7,상설,등록,23,보유,미보유
대구,동구,불로전통시장,대구 동구 불로동 449-1,상설+정기,인정,132,보유,보유
대구,동구,성동시장,대구 동구 신암4동 327-1,상설,등록,10,보유,미보유
대구,동구,송라시장,대구 동구 신천2동 537-13,상설,인정,51,보유,미보유
대구,동구,신암시장,대구 동구 신암3동 211,상설,등록,22,보유,보유
대구,동구,평화시장,대구 동구 신암동 597-1,상설,등록,50,보유,미보유
대구,동구,효목시장,대구 동구 효목1동 139-5,상설,등록,11,보유,보유
대구,동구,목련시장,대구 동구 신기동271-2,상설,인정,20,미보유,미보유
대구,서구,대평리시장,대구 서구 평리3동 676-7,상설,등록,8,보유,보유
대구,서구,만평시장,대구 서구 비산7동 1247-1,상설,등록,16,미보유,미보유
대구,서구,새길시장,대구 서구 내당2동 968,상설,등록,17,보유,미보유
대구,서구,서구시장,대구 서구 평리3동 1085-1,상설,등록,15,보유,미보유
대구,서구,서부시장,대구 서구 비산2.3동434,상설,등록,250,보유,미보유
대구,서구,신평리시장,대구 서구 평리4동 1205,상설,등록,122,보유,보유
대구,서구,원대신시장,대구 서구 원대3가 1434-4,상설,등록,54,보유,미보유
대구,서구,이현시장,대구 서구 평리6동 606-8,상설,등록,17,보유,미보유
대구,서구,중리시장,대구 서구 평리5동 1538-3,상설,등록,16,보유,미보유
대구,서구,중평시장,대구 서구 평리4동 1437-5,상설,등록,3,보유,미보유
대구,서구,두류1번가,대구 서구 내당동 1290,상설,등록,96,보유,보유
대구,서구,서문시장2지구종합상가,대구 중구 대신동 115-370,상설,등록,520,보유,보유
대구,남구,관문상가시장,대구 남구 대명동 1135-4,상설,인정,260,보유,보유
대구,남구,관문시장,대구 남구 대명동 1160,상설,등록,30,보유,미보유
대구,남구,광덕시장,대구 남구 대명동 460,상설,등록,40,보유,미보유
대구,남구,남부시장,대구 남구 대명동 797,상설,등록,75,보유,보유
대구,남구,남산시장,대구 남구 봉덕동 686,상설,등록,15,보유,미보유
대구,남구,대명시장,대구 남구 대명동 2276-5,상설,등록,153,보유,보유
대구,남구,대명중앙시장,대구 남구 대명동 1040,상설,등록,21,보유,미보유
대구,남구,명덕시장,대구 남구 대명동 139-1,상설,등록,44,보유,미보유
대구,남구,봉덕신시장,대구 남구 봉덕1동953-17,상설,인정,181,보유,보유
대구,남구,봉덕시장,대구 남구 봉덕동 961,상설,등록,146,보유,미보유
대구,남구,성당시장,대구 남구 대명동 3023-23,상설,등록,120,보유,보유
대구,남구,안지랑시장,대구 남구 대명동 872,상설,등록,30,보유,미보유
대구,남구,영선신시장,대구 남구 대명동 1999-1,상설,인정,119,보유,보유
대구,북구,(주)산격종합시장,대구 북구 산격동 1258,상설,등록,100,보유,미보유
대구,북구,경명시장,대구 북구 칠성동 89,상설,등록,68,보유,미보유
대구,북구,대구능금시장,대구 북구 칠성동 250-1번지,상설,인정,131,보유,미보유
대구,북구,대구청과시장,대구 북구 칠성1가 276-102,상설,인정,106,보유,보유
대구,북구,대성시장,대구 북구 칠성동 302-95,상설,등록,18,보유,보유
대구,북구,동대구시장,대구 북구 대현동 390,상설,등록,50,보유,미보유
대구,북구,복현종합시장,대구 북구 복현동 462,상설,등록,10,보유,미보유
대구,북구,(북문시장)칠성원시장,대구 북구 칠성동 81 외1필지,상설,인정,100,보유,미보유
대구,북구,삼성시장,대구 북구 칠성동1가 276-108,상설,등록,65,보유,보유
대구,북구,칠성시장,대구 북구 칠성동 1가276-105,상설,등록,350,보유,보유
대구,북구,팔달시장,대구 북구 노원2동 375,상설,등록,120,보유,미보유
대구,북구,팔달신시장,대구 북구 노원3동 750,상설,등록,650,보유,미보유
대구,북구,중앙시장,대구 북구 태전동 156-1,상설,인정,33,보유,보유
대구,북구,서변중앙시장,대구 북구 서변동 1751,상설,인정,60,미보유,미보유
대구,북구,칠곡정기시장,대구 북구 읍내동 1201-1 외 3필지,정기,등록,60,보유,미보유
대구,수성구,(주)청구시장,대구 수성구 만촌2동 984-1,상설,등록,29,보유,미보유
대구,수성구,대구신천시장,대구 수성구 범어3동 1004,상설,등록,60,보유,보유
대구,수성구,동성시장,대구 수성구 수성2가 39-1,상설,등록,15,보유,미보유
대구,수성구,두원시장,대구 수성구 지산1동 994,상설,등록,14,보유,보유
대구,수성구,만촌시장,대구 수성구 만촌1동 640,상설,등록,10,보유,미보유
대구,수성구,선스포츠프라자,대구 수성구 범어 4동 332,상설,등록,12,보유,보유
대구,수성구,수성시장,대구 수성구 수성2가 39번지,상설,등록,34,보유,미보유
대구,수성구,수성하이츠쇼핑몰,대구 수성구 수성4가 1090-8,상설,등록,49,보유,보유
대구,수성구,수성현대시장,대구 수성구 수성1가 649-76,상설,등록,17,보유,미보유
대구,수성구,지산종합시장,대구 수성구 지산2동 1199-10,상설,등록,43,보유,미보유
대구,수성구,태백시장,대구 수성구 수성2가 39-4,상설,등록,37,보유,미보유
대구,수성구,황금시장,대구 수성구 황금2동 764,상설,등록,15,보유,보유
대구,달서구,달서시장,대구 달서구 본리동 145-2,상설,인정,256,보유,보유
대구,달서구,대동시장,대구 달서구 상인동 1472-1,상설,인정,99,미보유,미보유
대구,달서구,서남시장,대구 달서구 감삼동 55-5,상설,등록,138,보유,보유
대구,달서구,서남신시장,대구 달서구 감삼동 56-18,상설,인정,138,미보유,미보유
대구,달서구,송경종합시장,대구 달서구 송현동 1941-3,상설,등록,25,보유,미보유
대구,달서구,송현주공시장,대구 달서구 송현동 1948-3,상설,인정,30,보유,미보유
대구,달서구,신내당시장,대구 달서구 두류동 486-1,상설,등록,25,보유,미보유
대구,달서구,월배시장,대구 달서구 진천동 241-3,상설,등록,80,보유,보유
대구,달서구,성서와룡시장,대구 달서구 신당동 1763-9,상설,인정,130,미보유,미보유
대구,달서구,대곡시장,대구 달서구 도원동 1432,상설,인정,71,보유,미보유
대구,달서구,도원시장,대구 달서구 도원동 1437-1,상설,인정,66,미보유,미보유
대구,달서구,상원시장,대구 달서구 상인동 1582-4,상설,인정,70,미보유,보유
대구,달서구,성서용산시장,대구 달서구 용산동 421-1,상설,인정,149,미보유,미보유
대구,달서구,용산종합큰시장,대구 달서구 용산동 933,상설,인정,51,보유,미보유
대구,달성군,구지시장,대구 달성군 구지면 창리 424-2,정기,등록,28,보유,보유
대구,달성군,옥포시장,대구 달성군 옥포면 기세리 268,정기,등록,8,보유,보유
대구,달성군,현풍시장,대구 달성군 현풍면 원교리 13,정기,등록,106,미보유,보유
대구,달성군,화원시장,대구 달성군 화원읍 천내1리 892,상설+정기,등록,53,보유,보유
인천,중구,(주)인천종합어시장,인천 중구 항동7가 27-69,상설,등록,410,보유,보유
인천,중구,신포시장,"인천 중구 신포동 3, 7, 9번지 일원",상설,인정,136,보유,미보유
인천,중구,신흥시장,인천 중구 선화동 30번지 일원,상설,인정,68,보유,보유
인천,동구,동부시장,인천 동구 송림6동 50,상설,등록,47,보유,보유
인천,동구,송현시장,인천 동구 송현동 90,상설,인정,138,보유,보유
인천,동구,송현자유시장,인천 동구 송현동 100,상설,등록,85,보유,미보유
인천,동구,중앙시장,인천 동구 금곡동 1-2 외 12필지,상설,등록,93,미보유,보유
인천,동구,현대시장,인천 동구 송림6동 50,상설,인정,250,보유,보유
인천,남구,석바위시장,인천 남구 주안6동 952-1,상설,인정,194,보유,미보유
인천,남구,신기시장,인천 남구 주안7동 1313-17,상설,인정,110,보유,미보유
인천,남구,용남시장,인천 남구 용현1동 4-2,상설,등록,75,미보유,미보유
인천,남구,용일시장,인천 남구 용현1동 139,상설,등록,75,보유,미보유
인천,남구,용현시장,인천 남구 용현3동 492-80,상설,등록,274,보유,보유
인천,남구,인천남부종합시장,인천 남구 주안동 1315-19,상설,인정,85,보유,보유
인천,남구,토지금고시장,인천 남구 용현동 617-55,상설,인정,109,미보유,미보유
인천,연수구,연수구옥련시장,인천 연수구 옥련동 462-32,상설,등록,61,미보유,미보유
인천,연수구,연수송도역전시장,인천 연수구 옥련동 308-21,상설,인정,165,보유,미보유
인천,남동구,간석자유시장,인천 남동구 간석3동 41,상설,인정,104,보유,미보유
인천,남동구,구월시장,인천 남동구 구월4동 1265,상설,인정,133,보유,보유
인천,남동구,만수시장,인천 남동구 만수2동 868-4,상설,인정,139,보유,미보유
인천,남동구,모래내시장,인천 남동구 구월4동 1264,상설,인정,205,미보유,보유
인천,남동구,창대시장,인천 남동구 만수6동 1082-6,상설,인정,95,보유,보유
인천,남동구,구월도매시장,인천 남동구 구월동 1175-15,상설,인정,74,미보유,미보유
인천,부평구,부일종합시장,인천 부평구 일신동 107,상설,등록,42,보유,미보유
인천,부평구,부평자유시장,인천 부평구 부평동 210-2,상설,등록,33,보유,미보유
인천,부평구,부평종합시장,인천 부평구 부평동 360-1,상설,인정,228,미보유,보유
인천,부평구,십정종합시장,인천 부평구 십정동 321-1,상설,인정,67,보유,미보유
인천,부평구,진흥종합시장,인천 부평구 부평동 252-52,상설,등록,60,보유,미보유
인천,부평구,부평깡시장,인천 부평구 부평동 252-3,상설,인정,135,보유,보유
인천,계양구,계산시장,인천 계양구 계산1동 960-26,상설,인정,108,보유,보유
인천,계양구,병방시장,인천 계양구 병방동 392,상설,인정,84,미보유,미보유
인천,계양구,작전시장,인천 계양구 작전동 856-117,상설,인정,109,미보유,미보유
인천,서구,가좌시장,인천 서구 가좌동 30-40,상설,인정,105,보유,미보유
인천,서구,강남시장,인천 서구 석남동 454-19,상설,인정,149,미보유,보유
인천,서구,거북시장,인천 서구 석남동 548,상설,인정,35,미보유,미보유
인천,서구,신거북시장,인천 서구 석남동 540-15,상설,인정,122,보유,미보유
인천,서구,인천축산물시장,인천 서구 가좌동 480-19,상설,인정,130,미보유,미보유
인천,서구,중앙시장,인천 서구 가정동 505,상설,인정,88,보유,미보유
인천,강화군,강화중앙시장,인천 강화군 강화읍 신문리 205-5,상설,등록,82,보유,보유
인천,강화군,강화풍물시장,인천 강화군 강화읍 갑곳리 849,상설,등록,217,보유,보유
광주,동구,(합)남광주시장,광주 동구 학동 55-57,상설,등록,223,보유,미보유
광주,동구,(합)대인시장,광주 동구 대인동 310-9,상설,등록,261,보유,보유
광주,서구,양동시장,광주 서구 양동 5-101,상설,등록,340,보유,보유
광주,서구,닭전길 시장,광주 서구 양동 5-8,상설,등록,105,미보유,미보유
광주,서구,양동건어물시장,광주 서구 양동 5-41,상설,등록,65,미보유,보유
광주,서구,양동복개상가,광주 서구 양동,상설,등록,360,보유,보유
광주,서구,양동수산시장,광주 서구 양동 5-254,상설,인정,95,보유,보유
광주,남구,봉선시장,광주 남구 봉선라인광장앞,상설,인정,33,보유,미보유
광주,북구,동부시장,광주 북구 중흥동 272-6,상설,등록,22,보유,보유
광주,북구,말바우시장,광주 북구 우산동 185-23,상설+정기,인정,506,보유,보유
광주,북구,운암시장,광주 북구 운암2동 94-7,상설,등록,55,보유,보유
광주,북구,두암시장,광주 북구 두암1동 856-5,상설,등록,26,보유,미보유
광주,광산구,비아5일시장,광주 광산구 비아동 83-5,정기,등록,62,보유,보유
광주,광산구,송정5일시장,광주 광산구 송정동 884-1,정기,등록,193,보유,보유
광주,광산구,송정매일시장,광주 광산구 송정동 813-1,상설,등록,48,보유,보유
광주,광산구,송정역전매일시장,광주 광산구 송정동 854-1,상설,인정,51,보유,보유
대전,동구,(주)대전도매시장,대전 동구 중동 76,상설,등록,131,보유,미보유
대전,동구,(주)대전상가시장,대전 동구 인동 52-1,상설,등록,56,보유,미보유
대전,동구,(주)중앙종합시장,대전 동구 원동 65-1,상설,인정,123,보유,미보유
대전,동구,가양시장,대전 동구 가양1동 434,상설,등록,11,보유,보유
대전,동구,신도시장,대전 동구 가양2동 38-5,상설,인정,72,미보유,미보유
대전,동구,신중앙시장,대전 동구 원동 40-1,상설,등록,147,보유,보유
대전,동구,용운시장,대전 동구 용운동 351-1,상설,인정,40,보유,보유
대전,동구,자유도매시장,대전 동구 원동 64-1,상설,등록,64,보유,보유
대전,동구,중앙도매시장,대전 동구 원동 38-1,상설,등록,73,보유,미보유
대전,동구,중앙상가시장,대전 동구 중동 28,상설,인정,211,보유,미보유
대전,동구,중앙메가프라자,대전 동구 원동 42-1,상설,등록,134,보유,미보유
대전,중구,문창시장,대전 중구 문창동 116-7,상설,인정,220,보유,보유
대전,중구,산성시장,대전 중구 산성동 285-1,상설,인정,73,보유,보유
대전,중구,오류시장,대전 중구 오류동 164-1,상설,인정,57,미보유,미보유
대전,중구,용두시장,대전 중구 용두동 12-2,상설,인정,30,미보유,미보유
대전,중구,유천시장,대전 중구 유천동 303-10,상설,인정,90,보유,보유
대전,중구,태평시장,대전 중구 태평동 327-3,상설,인정,120,보유,보유
대전,서구,도마큰시장,대전 서구 도마동 133-14,상설,인정,482,보유,보유
대전,서구,한민시장,대전 서구 괴정동 88-6,상설,인정,240,보유,보유
대전,유성구,송강재래시장,대전 유성구 송강동 49-10,상설,인정,55,보유,미보유
대전,대덕구,법동시장,대전 대덕구 법2동 199,상설,인정,57,미보유,보유
대전,대덕구,송촌시장,대전 대덕구 송촌동 476,상설,인정,37,보유,미보유
대전,대덕구,신탄진시장,대전 대덕구 석봉동 417,상설+정기,인정,141,보유,보유
대전,대덕구,중리시장,대전 대덕구 중리동 370-3,상설,인정,207,보유,보유
울산,중구,울산시장(신중앙시장),울산 중구 학산동 47-10,상설,등록,250,보유,보유
울산,중구,구역전시장,울산 중구 학성동 434-7,상설,인정,56,보유,보유
울산,중구,병영시장,울산 중구 남외동 257-1,상설,등록,30,보유,미보유
울산,중구,선우시장,울산 중구 남외동 385-3,상설,등록,75,보유,미보유
울산,중구,성남프라자,울산 중구 성남동 190-239,상설,등록,433,보유,보유
울산,중구,신울산종합시장,울산 중구 반구동 100-1,상설,등록,38,보유,미보유
울산,중구,역전시장,울산 중구 학성동 436-20,상설,등록,62,보유,미보유
울산,중구,우정시장,울산 중구 우정동 285-1,상설,등록,18,보유,미보유
울산,중구,중앙전통시장(구.전통골목시장+구.옥교상가),울산 중구 옥교동 96-4,상설,인정,288,보유,미보유
울산,중구,태화종합시장,울산 중구 태화동 23-7,상설,등록,40,보유,미보유
울산,중구,학성새벽시장,울산 중구 학성동 359-2,상설,등록,202,보유,보유
울산,중구,학성종합시장,울산 중구 학성동 467-1,상설,등록,12,보유,미보유
울산,중구,서동시장,울산 중구 서동 39-4,상설,인정,64,보유,미보유
울산,중구,옥골시장,울산 중구 옥교동 127-15,상설,인정,78,보유,미보유
울산,남구,(주)신정시장,울산 남구 신정동 630-1,상설,등록,78,보유,미보유
울산,남구,(주)야음시장,울산 남구 야음동 815-22,상설,등록,69,보유,보유
울산,남구,수암상가시장,울산 남구 신정동 854,상설,인정,67,보유,미보유
울산,남구,신정시장상가,울산 남구 신정동 634-10,상설,인정,450,보유,미보유
울산,남구,신정평화시장,울산 남구 신정동 1600-3,상설,인정,20,보유,보유
울산,남구,야음상가시장,울산 남구 야음동 815-16,상설,인정,87,보유,미보유
울산,남구,울산번개시장(야음체육관시장),울산 남구 야음동 375-55,상설,인정,132,보유,미보유
울산,남구,울산산업공구월드,울산 남구 삼산동 1591-4,상설,등록,283,보유,보유
울산,남구,수암종합시장,울산 남구 야음동 698-1,상설,인정,50,보유,미보유
울산,동구,남목시장,울산 동구 동부동 310-2,상설,등록,17,보유,미보유
울산,동구,대송농수산물시장,울산 동구 화정동 171-4,상설,등록,89,보유,보유
울산,동구,동부시장,울산 동구 동부동 310-15,상설,등록,45,보유,미보유
울산,동구,동울산종합시장,울산 동구 전하동 661-1,상설,등록,199,보유,보유
울산,동구,월봉시장,울산 동구 화정동 640-17,상설,등록,100,보유,미보유
울산,동구,전하시장,울산 동구 전하동 450-3,상설,등록,10,보유,미보유
울산,북구,정자시장,울산 북구 정자동 669,정기,등록,0,미보유,미보유
울산,북구,호계공설시장,울산 북구 호계동 869-1,상설+정기,등록,31,보유,미보유
울산,울주군,곡천공설시장,울산 울주군 웅촌면 곡천리 320-2,정기,등록,0,보유,미보유
울산,울주군,남창공설시장,울산 울주군 온양읍 남창리 146외1필,정기,등록,60,보유,보유
울산,울주군,덕신종합상가시장,"울산 울주군 온산읍 덕신리 1280-21,1289-13",상설,등록,19,미보유,미보유
울산,울주군,덕하공설시장,울산 울주군 청량면 상남리 578외1필,정기,등록,30,보유,미보유
울산,울주군,언양공설시장,울산 울주군 언양읍 남부리 336-20외12필,상설+정기,등록,100,보유,보유
울산,울주군,언양종합상가시장,울산 울주군 언양읍 남부리 124-2,상설,등록,70,보유,미보유
울산,울주군,봉계공설시장,울산 울주군 두동면 봉계리 525외1필,상설+정기,등록,18,보유,보유
경기,수원시,조원시장,경기 수원시 장안구 조원동 742-23번지,상설,인정,136,미보유,미보유
경기,수원시,파장종합시장,경기 수원시 장안구 파장동 580-11,상설,인정,165,미보유,미보유
경기,수원시,장안문 거북시장,경기 수원시 장안구 영화동 273-5,상설,인정,97,보유,미보유
경기,수원시,권선종합시장,경기 수원시 권선동 1051,상설,인정,52,보유,보유
경기,수원시,시민상가,경기 수원시 영동 10-18,상설,인정,54,보유,미보유
경기,수원시,영동시장(주),경기 수원시 영동 8,상설,등록,267,보유,보유
경기,수원시,지동시장㈜,경기 수원시 지동 402번지,상설,등록,186,보유,보유
경기,수원시,화서시장,경기 수원시 화서동 97-1/2,상설,인정,400,보유,보유
경기,수원시,미나리광시장,경기 수원시 팔달구 지동 400-17,상설,인정,58,미보유,보유
경기,수원시,구천동 공구시장,경기 수원시 팔달구 구천동 46-23,상설,인정,84,미보유,미보유
경기,수원시,남문로데오시장,경기 수원시 팔달구 교동 3-11,상설,인정,140,보유,미보유
경기,수원시,못골종합시장,경기 수원시 팔달구 지동 413,상설,인정,75,미보유,미보유
