시도,구시군,시장명,시장주소,2010_개설주기,2010_등록_인정 여부,2010_영업점포,2010_공동화장실 보유여부,2010_고객 주차장 보유여부
전북,전주시,서부시장,전북 전주시 완산구 효자동 201-2,상설,등록,170,보유,보유
전북,전주시,전주중앙시장,전북 전주시 완산구 태평동 36-1,상설,등록,546,보유,보유
전북,전주시,전주모래내시장,전북 전주시 덕진구 인후2동 203-10,상설,인정,295,보유,보유
전북,군산시,군산공설시장,전북 군산시 신영동 18-1,상설,등록,207,보유,보유
전북,군산시,군산수산물종합센터,전북 군산시 해망동 1011-21,상설,등록,138,보유,보유
전북,군산시,대야재래시장(5일장),전북 군산시 대야면 산월리 401-1번지,상설+정기,인정,53,보유,보유
전북,군산시,동부시장,전북 군산시 경암동 679-5,상설,등록,15,보유,보유
전북,군산시,동산시장,전북 군산시 나운1동 822-3,상설,등록,31,보유,보유
전북,군산시,명산시장,전북 군산시 명산동 18-10,상설,인정,52,보유,보유
전북,군산시,문화시장,전북 군산시 문화동 917-1,상설,등록,85,보유,보유
전북,군산시,삼학시장,전북 군산시 삼학동 795,상설,등록,30,보유,보유
전북,군산시,신영시장,전북 군산시 신영동 19-5,상설,등록,126,보유,보유
전북,군산시,역전종합시장,전북 군산시 대명동 138-107,상설,인정,91,보유,미보유
전북,군산시,나운주공시장,전북 군산시 나운동 822-3,상설,등록,46,미보유,미보유
전북,익산시,(주)이리북부시장,전북 익산시 남중동 1가 35-4,상설+정기,등록,166,보유,보유
전북,익산시,익산금마시장,전북 익산시 금마면 동고동리 696-1,상설+정기,등록,20,보유,보유
전북,익산시,익산매일시장,전북 익산시 창인동1가 88-5,상설,인정,57,보유,보유
전북,익산시,익산신동시장,전북 익산시 신동 808-1,상설,등록,24,보유,보유
전북,익산시,익산여산시장,전북 익산시 여산면 여산리 412-4,정기,등록,23,보유,미보유
전북,익산시,익산중앙시장,전북 익산시 창인동 1가137-1,상설,등록,122,보유,보유
전북,익산시,익산창인시장,전북 익산시 창인동1가 114-27,상설,인정,67,보유,미보유
전북,익산시,익산함열시장,전북 익산시 함열읍 와리 544-34,상설+정기,등록,21,보유,보유
전북,익산시,익산황등시장,전북 익산시 황등면 황등리 588-2,상설+정기,등록,36,보유,보유
전북,익산시,익산북부장,전북 익산시 남중동 35-9,정기,인정,112,미보유,보유
전북,정읍시,정읍제1시장,전북 정읍시 시기동 275-44번지,상설,등록,322,보유,보유
전북,정읍시,정읍제2시장,전북 정읍시 연지동 31-1번지,상설,등록,40,보유,보유
전북,정읍시,태인시장,전북 정읍시 태인면 태창리 201-3번지,정기,등록,8,보유,보유
전북,남원시,남원공설시장,전북 남원시 금동 262-1번지외12필지,상설+정기,인정,173,보유,보유
전북,남원시,남원용남시장,전북 남원시 하정동 138번지외 2필지,상설,등록,85,보유,보유
전북,남원시,남원인월시장,전북 남원시 인월면 인월리 252-1번지외21필지,정기,인정,60,보유,보유
전북,김제시,김제전통시장,전북 김제시 요촌동 416-1번지일원,상설,인정,56,보유,보유
전북,김제시,김제원평시장,전북 김제시 금산면 원평리 91번지,정기,등록,33,보유,보유
전북,완주군,고산재래시장,전북 완주군 고산면 읍내리 604-1번지,상설,등록,16,보유,미보유
전북,완주군,삼례재래시장,전북 완주군 삼례읍 삼례리 923-8 번지,상설,등록,33,보유,미보유
전북,완주군,운주시장,전북 완주군 운주면 장선리 555번지,정기,등록,4,보유,미보유
전북,완주군,봉동시장,전북 완주군 봉동읍 장기리 217-13번지,정기,등록,35,보유,미보유
전북,진안군,진안시장,전북 진안군 진안읍 군상리 406-7,상설+정기,인정,54,보유,보유
전북,무주군,무주 반딧불장터,전북 무주군 무주읍 읍내리 1152,정기,등록,48,보유,보유
전북,무주군,무풍 대덕산장터,전북 무주군 무풍면 현내리 650-1,정기,등록,10,보유,미보유
전북,무주군,설천 삼도봉장터,전북 무주군 설천면 소천리 904-29,정기,등록,11,보유,보유
전북,무주군,안성 덕유산장터,전북 무주군 안성면 장기리 1511-6,정기,등록,29,보유,보유
전북,장수군,번암시장,전북 장수군 번암면 노단리 1039외 7번지,정기,등록,6,보유,미보유
전북,장수군,장계시장,전북 장수군 장계면 장계리 464-1번지외 11필지,정기,등록,38,보유,보유
전북,장수군,장수시장,전북 장수군 장수읍 장수리 460-2외 2필지,정기,등록,33,보유,보유
전북,임실군,강진시장,전북 임실군 강진면 갈담리 381외 3필지,정기,등록,20,보유,보유
전북,임실군,관촌시장,전북 임실군 관촌면 관촌리 518외 8필지,정기,등록,33,보유,보유
전북,임실군,신평시장,전북 임실군 신평면 원천리 758-17,정기,등록,14,보유,보유
전북,임실군,오수시장,전북 임실군 오수면 오수리 351-1 번지,상설,등록,27,보유,미보유
전북,임실군,임실시장,전북 임실읍 이도리 233-1외 4필지,정기,등록,56,보유,보유
전북,순창군,순창시장,전북 순창군 순창읍 남계리 800번지,정기,등록,100,보유,보유
전북,고창군,고창전통(상설)시장,전북 고창군 고창읍 읍내리 367번지 외 7필지,상설+정기,등록,76,보유,보유
전북,고창군,대산시장,전북 고창군 대산면 매산리 200-13,정기,등록,22,보유,보유
전북,고창군,무장시장,전북 고창군 무장면 무장리 85-1번지외 2필지,정기,등록,14,보유,보유
전북,고창군,상하시장,전북 고창군 상하면 하장리 936-4외 3필지,정기,등록,24,보유,보유
전북,고창군,해리시장,전북 고창군 해리면 하련리 129-1,정기,등록,88,보유,보유
전북,고창군,흥덕시장,전북 고창군 흥덕면 흥덕리 239-1외 2필지,정기,등록,25,보유,보유
전북,부안군,부안상설시장,전북 부안군 부안읍 서외리 21번지,상설,등록,210,보유,보유
전북,부안군,줄포상설시장,전북 부안군 줄포면 줄포리 728-3/ 20/ 732-8번지,상설,등록,14,보유,보유
전남,목포시,동부시장,전남 목포시 용당동 1052번지,상설,등록,263,보유,보유
전남,목포시,목포종합수산시장,전남 목포시 광동 1가4-13번지,상설,등록,125,보유,보유
전남,목포시,자유시장,전남 목포시 산정동 1383번지,상설,등록,144,보유,보유
전남,목포시,신중앙시장,전남 목포시 산정동1732번지,상설,인정,56,보유,보유
전남,목포시,중앙식료시장,전남 목포시 남교동88번지,상설,등록,56,보유,보유
전남,목포시,청호시장,전남 목포시 석현동1171번지,상설,등록,167,보유,보유
전남,목포시,항동시장,전남 목포시 수강동1가 1번지,상설,인정,101,보유,보유
전남,여수시,덕양시장,전남 여수시 소라면 덕양 1270-1,정기,등록,23,보유,보유
전남,여수시,동시장,전남 여수시 관문동 251-4,상설,등록,15,보유,미보유
전남,여수시,봉산시장,전남 여수시 봉산동 274-4,상설,등록,44,보유,보유
전남,여수시,서시장,전남 여수시 서교동 280,상설,등록,180,보유,미보유
전남,여수시,서시장주변시장,전남 여수시 서교동 534-23,상설+정기,인정,215,미보유,미보유
전남,여수시,쌍봉시장,전남 여수시 학동 35-3번지,상설,등록,25,보유,보유
전남,여수시,여수교동시장,전남 여수시 교동 605-44번지,상설,인정,76,보유,미보유
전남,여수시,여수수산시장,전남 여수시 교동 680,상설,등록,113,보유,미보유
전남,여수시,제일시장,전남 여수시 학동 35-2,상설,등록,24,보유,보유
전남,여수시,중앙시장,전남 여수시 교동 400-1,상설,등록,123,보유,보유
전남,여수시,진남시장,전남 여수시 학동 35-1,상설,등록,46,보유,보유
전남,여수시,수산물특화시장,전남 여수시 남산동 4외3,상설,등록,100,보유,보유
전남,순천시,괴목시장,전남 순천시 황전면 괴목 45-1,정기,등록,20,보유,미보유
전남,순천시,아랫장(남부시장),전남 순천시 풍덕동 1264번지,정기,등록,208,보유,보유
전남,순천시,별량시장,전남 순천시 별량면 봉림 207-10,정기,등록,3,보유,미보유
전남,순천시,웃장(북부시장),전남 순천시 동외동 168-1,정기,등록,75,보유,보유
전남,순천시,승주시장,전남 순천시 승주읍 423-1,정기,등록,18,보유,미보유
전남,순천시,역전시장,전남 순천시 덕암동 227-1,상설,등록,63,보유,보유
전남,순천시,주암시장,전남 순천시 주암면 광천리 54-1,정기,등록,32,보유,미보유
전남,순천시,중앙시장,전남 순천시 남내동 119번지,상설,등록,30,보유,미보유
전남,나주시,나주시공산5일시장,전남 나주시 공산면 금곡리 855-1,정기,등록,17,보유,미보유
전남,나주시,나주시금계상설시장,전남 나주시 금계동 33-8,상설,등록,31,보유,미보유
전남,나주시,나주시남평5일시장,전남 나주시 남평읍 69-1외1,정기,등록,79,보유,보유
전남,나주시,나주시다시5일시장,전남 나주시 다시면 동곡리 39-1,정기,등록,36,보유,미보유
전남,나주시,나주시성북5일시장,전남 나주시 성북동 100-1,정기,등록,95,보유,보유
전남,나주시,나주시세지5일시장,전남 나주시 세지면 오봉리 246-3,정기,등록,25,보유,보유
전남,나주시,나주시영산포풍물시장,전남 나주시 이창동 765,정기,등록,94,보유,보유
전남,광양시,광양상설시장,전남 광양시 광양동 읍내리 252-1,상설,등록,60,보유,보유
전남,광양시,광양정기시장,전남 광양시 광양읍 목성리 696-3,정기,등록,149,보유,보유
전남,광양시,옥곡정기시장,전남 광양시 옥곡면 신금 1337-1 일원,정기,등록,52,보유,미보유
전남,광양시,중마시장,전남 광양시 중동 1732-3,상설,인정,80,보유,보유
전남,광양시,진상정기시장,전남 광양시 진상면 섬거리 299-3,정기,등록,3,보유,미보유
전남,담양군,담양시장,전남 담양군 담양읍 담주리 7번지,정기,인정,45,보유,미보유
전남,담양군,창평시장,전남 담양군 창평면 창평리 209-1,정기,등록,53,보유,보유
전남,곡성군,곡성기차마을전통시장,전남 곡성군 곡성읍 읍내리 208번지,정기,등록,212,보유,보유
전남,곡성군,석곡전통시장,전남 곡성군 석곡면 석곡리 204번지,정기,등록,32,보유,보유
전남,곡성군,옥과전통시장,전남 곡성군 옥과면 리문리 177번지,정기,인정,69,보유,보유
전남,구례군,구례5일시장,전남 구례군 구례읍 봉동 189-5일월,정기,등록,150,보유,보유
전남,구례군,구례상설시장,전남 구례군 구례읍 봉동 378-1일원,상설,등록,92,보유,보유
전남,구례군,산동5일시장,전남 구례군 산동면 원촌 101-2일원,정기,등록,18,보유,미보유
전남,고흥군,고흥시장,전남 고흥군 고흥읍 남계리 628,상설+정기,등록,124,보유,미보유
전남,고흥군,과역시장,전남 고흥군 과역면 과역리 162,정기,등록,80,보유,미보유
전남,고흥군,녹동시장,전남 고흥군 도양읍 봉암리 2699-6,상설+정기,등록,67,보유,보유
전남,고흥군,도화시장,전남 고흥군 도화면 당오리 311-1,정기,등록,18,보유,미보유
전남,고흥군,동강시장,전남 고흥군 동강면 유둔리 7-1,정기,등록,50,보유,보유
전남,고흥군,봉래시장,전남 고흥군 봉래면 신금리 878-141,정기,등록,0,보유,보유
전남,보성군,벌교5일시장,전남 보성군 벌교읍 회정리 663-2,정기,등록,46,보유,미보유
전남,보성군,보성읍5일시장,전남 보성군 보성읍 원봉리 2-1,정기,등록,118,보유,보유
전남,보성군,보성매일시장,전남 보성군 보성읍 보성리 895-3,상설,등록,35,보유,보유
전남,보성군,복내5일시장,전남 보성군 복내면 복내리 152-14,정기,등록,37,보유,미보유
전남,보성군,예당5일시장,전남 보성군 득량면 예당리 446,정기,등록,14,보유,보유
전남,보성군,조성5일장,전남 보성군 조성면 조성리 513-1,정기,등록,32,보유,미보유
전남,보성군,회천5일시장,전남 보성군 회천면 회령리 486-1,정기,등록,10,보유,미보유
전남,화순군,능주시장,전남 화순군 능주면 관영리 94-1,정기,등록,47,보유,보유
전남,화순군,남면시장,전남 화순군 남면 사평리 1049-90,정기,등록,15,보유,보유
전남,화순군,동복시장,전남 화순군 동복면 천변리 95,정기,등록,2,보유,미보유
전남,화순군,화순시장,전남 화순군 화순읍 삼천리 621,정기,등록,195,보유,보유
전남,화순군,이양시장,전남 화순군 이양면 이양리 299-2,정기,등록,12,보유,미보유
전남,장흥군,대덕시장,전남 장흥군 대덕읍 신월리 111,정기,등록,30,보유,보유
전남,장흥군,용산시장,전남 장흥군 용산면 인암리 800-1,정기,등록,5,보유,보유
전남,장흥군,장평시장,전남 장흥군 장평면 양촌리 194-4,정기,등록,13,보유,보유
전남,장흥군,정남진장흥토요시장,전남 장흥군 장흥읍 예양리 158-1,상설+정기,등록,103,보유,보유
전남,장흥군,회진시장,전남 장흥군 회진면 회진리 2138-12,정기,등록,14,보유,미보유
전남,강진군,강진읍5일시장(강진읍시장 명칭변경),전남 강진군 강진읍 동성리 187-5,상설,인정,103,보유,보유
전남,강진군,마량5일시장,전남 강진군 마량면 마량리 987-1,정기,인정,46,보유,보유
전남,강진군,병영5일시장,전남 강진군 병영면 삼인리 318,정기,인정,23,보유,미보유
전남,해남군,남리5일시장,전남 해남군 황산 남리리 7,정기,인정,14,보유,보유
전남,해남군,남창5일시장,전남 해남군 북평 남창리 365-3,정기,인정,79,보유,보유
전남,해남군,우수영 5일 시장,전남 해남군 문내 동외리 919-17,정기,등록,20,보유,미보유
전남,해남군,해남읍5일시장,전남 해남군 해남 고도리 106-4,정기,인정,124,보유,보유
전남,해남군,해남읍매일시장,전남 해남군 해남 읍내리 50,상설,등록,31,보유,미보유
전남,영암군,구림시장,전남 영암군 군서면 동구림리 34-10,정기,인정,13,보유,미보유
전남,영암군,독천5일시장,전남 영암군 학산면 독천리 1237-22,정기,인정,96,보유,보유
전남,영암군,시종시장,전남 영암군 시종면 만수리 936-1,정기,인정,56,보유,미보유
전남,영암군,신북시장,전남 영암군 신북면 월평리 126-3,정기,인정,92,보유,보유
전남,영암군,영암읍시장,전남 영암군 영암읍 동무리 17-3,정기,인정,115,보유,보유
전남,무안군,망운정기시장,전남 무안군 망운면 목동리 605,정기,등록,8,보유,보유
전남,무안군,무안정기시장,전남 무안군 무안읍 성남리 813-2,정기,등록,60,보유,미보유
전남,무안군,일로정기시장,전남 무안군 일로읍 월암리 111-9,정기,등록,39,보유,보유
전남,함평군,함평해보시장,전남 함평군 해보면 금덕리 409-3번지,정기,등록,32,보유,보유
전남,영광군,영광매일시장,전남 영광군 영광읍 도동리 253,상설,등록,62,보유,보유
전남,영광군,영광태양고추특화시장,전남 영광군 영광읍 신하리 324-3,상설,인정,40,보유,보유
전남,영광군,터미널시장,전남 영광군 영광읍 남천리 321,상설,인정,60,보유,미보유
전남,장성군,사가5일시장,전남 장성군 북이면 사거리 697-2,정기,등록,22,보유,미보유
전남,장성군,사창5일시장,전남 장성군 삼계면 사창리 482-44,정기,등록,34,보유,보유
전남,장성군,황룡5일시장,전남 장성군 황룡면 151-1,정기,등록,101,보유,보유
전남,완도군,노화읍5일시장,전남 완도군 노화읍 이포리 678-17,정기,등록,0,미보유,보유
전남,완도군,완도읍5일시장,전남 완도군 완도읍 군내리 1249-2,정기,등록,94,보유,보유
전남,완도군,완도종합시장,전남 완도군 완도읍 군내리 1249,상설,등록,27,보유,미보유
전남,완도군,중앙시장,전남 완도구 완도읍 군내리 782-31,상설,인정,49,보유,미보유
전남,완도군,청해시장,전남 완도군 완도읍 군내리 782-31,상설,등록,11,보유,미보유
전남,진도군,고군면5일시장,전남 진도군 고군면 고성리 301,정기,등록,2,보유,미보유
전남,진도군,임회면5일시장,전남 진도군 임회면 석교리 245-1,정기,등록,4,보유,미보유
전남,진도군,의신면5일시장,전남 진도군 의신면 270-1,정기,등록,10,보유,미보유
전남,진도군,진도읍5일시장,전남 진도군 남동리 732-8,정기,등록,78,보유,보유
전남,진도군,진도읍상설시장,전남 진도군 남동리 490-3,상설,등록,25,보유,보유
전남,신안군,지도시장(5일장),전남 신안군 지도읍 읍내리 168-5,정기,등록,8,보유,보유
경북,포항시,동해시장,경북 포항시 남구 동해면 도구리 668-1,정기,등록,10,미보유,미보유
경북,포항시,오천시장,경북 포항시 남구 오천읍 세계리 823-4,상설+정기,등록,61,보유,미보유
경북,포항시,장기시장,경북 포항시 남구 장기면 임중리 333-2,정기,등록,7,미보유,미보유
경북,포항시,청림시장,경북 포항시 남구 청림동 588-2,상설,등록,14,보유,미보유
경북,포항시,대해종합시장,경북 포항시 남구 해도2동 79-1,상설,인정,29,보유,미보유
경북,포항시,남부시장,경북 포항시 남구 상도동 629,상설,등록,43,보유,미보유
경북,포항시,동해종합시장,경북 포항시 남구 해도동 435-2,상설,등록,38,보유,보유
경북,포항시,상대종합시장,경북 포항시 남구 상도동 1-12,상설,등록,31,보유,미보유
경북,포항시,송도시장,경북 포항시 남구 송도동 440-6,상설,등록,14,보유,미보유
경북,포항시,해도5시장(형산시장),경북 포항시 남구 대도동 143-1,상설,등록,26,보유,미보유
경북,포항시,포항큰동해시장,경북 포항시 남구 해도동 434-23,상설,인정,175,미보유,보유
경북,포항시,구룡포시장,경북 포항시 북구 구룡포읍 구룡포리 963-2,상설+정기,등록,17,보유,미보유
경북,포항시,기계시장,경북 포항시 북구 기계면 현내리 386-2,상설+정기,등록,24,미보유,미보유
경북,포항시,기북시장,경북 포항시 북구 기북면 용기리 271-4,정기,등록,10,미보유,미보유
경북,포항시,송라시장,경북 포항시 북구 송라면 광천리 32-29,정기,등록,5,보유,미보유
경북,포항시,장량시장,경북 포항시 북구 장성동 866-302,상설,등록,10,보유,미보유
경북,포항시,흥해시장,경북 포항시 북구 흥해읍 성내리 61-2,상설+정기,등록,85,보유,보유
경북,포항시,포항중앙상가,경북 포항시 북구 대흥동 732-14,상설,인정,205,보유,미보유
경북,포항시,죽도어시장,경북 포항시 북구 죽도1동 1-8,상설,인정,265,보유,보유
경북,포항시,그린종합시장,경북 포항시 북구 장성동 1352-1,상설,등록,25,보유,미보유
경북,포항시,두호1시장,경북 포항시 북구 창포동 630,상설,등록,33,보유,미보유
경북,포항시,북부시장,경북 포항시 북구 대신동 63-16,상설,등록,70,보유,보유
경북,포항시,신광시장,경북 포항시 북구 신광면 토성리 337,정기,등록,3,미보유,미보유
경북,포항시,양학시장,경북 포항시 북구 학잠동 83,상설,등록,40,보유,미보유
경북,포항시,죽도시장,경북 포항시 북구 죽도동 2-4,상설,등록,501,보유,보유
경북,포항시,죽장시장,경북 포항시 북구 죽장면 입암리 858-34,정기,등록,12,보유,보유
경북,포항시,청하시장,경북 포항시 북구 청하면 미남리 382-2,정기,등록,18,보유,미보유
경북,포항시,죽도농산물시장,경북 포항시 북구 죽도1동 5-22번지 일원,상설,등록,460,보유,보유
경북,경주시,불국공설시장,경북 경주시 시대동 363-3,정기,인정,34,보유,미보유
경북,경주시,불국사상가시장,경북 경주시 진현동 66-5,상설,인정,34,보유,미보유
경북,경주시,산내시장,경북 경주시 산내면 의곡리 155-10,정기,인정,25,보유,미보유
경북,경주시,서면시장,경북 경주시 서면 아화리 240-2,정기,인정,30,보유,보유
경북,경주시,성동시장,경북 경주시 성동동 51-1,상설+정기,인정,185,보유,보유
경북,경주시,안강시장,경북 경주시 안강면 양월리 1350-1,정기,인정,386,보유,보유
경북,경주시,양남시장,경북 경주시 양남면 하서리 633-4,정기,인정,32,보유,미보유
경북,경주시,양북시장,경북 경주시 양북면 어일리 1295-180,정기,인정,70,보유,보유
경북,경주시,외동시장,경북 경주시 외동읍 입실리 1020,정기,인정,30,보유,미보유
경북,경주시,중앙시장,경북 경주시 성건동 339-2,상설+정기,인정,370,보유,보유
경북,경주시,건천시장,경북 경주시 건천읍 건천리 340-1외 4필,정기,인정,45,보유,미보유
경북,김천시,김천황금시장,경북 김천시 양금동 18-2,상설+정기,등록,146,보유,보유
경북,김천시,부곡시장,경북 김천시 부곡동 409-1,상설,등록,12,보유,보유
경북,김천시,평화시장,경북 김천시 평화동 259-1,상설+정기,등록,101,보유,보유
경북,안동시,구담공설시장,경북 안동시 풍천면 구담리 494,정기,등록,86,보유,미보유
경북,안동시,구시장,"경북 안동시 남문동, 서부동 일원",상설,인정,244,미보유,보유
경북,안동시,서부시장,경북 안동시 태화동 62-1,상설,인정,130,미보유,미보유
경북,안동시,신평공설시장,경북 안동시 녹전면 신평리 729,정기,등록,23,보유,미보유
경북,안동시,온혜공설시장,경북 안동시 도산면 온혜리 566-1,정기,등록,21,보유,미보유
경북,안동시,옹천사설시장,경북 안동시 북후면 옹천리 551-2번지,상설+정기,등록,44,보유,미보유
경북,안동시,운산공설시장,경북 안동시 일직면 운산리76-1,정기,등록,27,보유,미보유
경북,안동시,정산공설시장,경북 안동시 예안면 정산리 629-21,정기,등록,25,보유,미보유
경북,안동시,중앙신시장,경북 안동시 옥야동 285-1,상설,인정,280,보유,보유
경북,안동시,천지공설시장,경북 안동시 길안면 천지리 746-13,정기,등록,45,보유,미보유
경북,안동시,용상공설시장,경북 안동시 용상동 1234,상설,인정,53,보유,보유
경북,안동시,풍산시장,경북 안동시 풍산읍 안교리 59-5번지 일원,상설,등록,62,보유,보유
경북,구미시,구미중앙시장,경북 구미시 원평동 117-1,상설,등록,124,보유,보유
경북,구미시,선산시장,경북 구미시 선산동 완전리 253,상설+정기,등록,125,보유,보유
경북,구미시,인동시장,경북 구미시 황상동 307-42,상설+정기,등록,33,보유,보유
경북,구미시,장천5일재래시장,경북 구미시 장천면 상장리 919-24,정기,등록,32,보유,미보유
경북,구미시,해평시장,경북 구미시 해평면 악성리 138,정기,등록,75,미보유,보유
경북,구미시,형곡중앙시장,경북 구미시 형곡2동 321,상설,인정,62,보유,보유
경북,구미시,구미종합상가,경북 구미시 원평동 119-15,상설,등록,48,보유,보유
경북,구미시,종합상가,경북 구미시 원평동 118-31,상설,인정,59,미보유,보유
경북,영주시,골목시장,경북 영주시 영주1동 548-9,상설,인정,80,미보유,미보유
경북,영주시,사단법인풍기인삼시장,경북 영주시 풍기읍 서부2리 145-3,상설,등록,50,보유,보유
경북,영주시,영주소백쇼핑몰,경북 영주시 하망동 364-350,상설,인정,93,보유,미보유
경북,영주시,영주공설시장,경북 영주시 하망동 362-4,상설,등록,80,보유,보유
경북,영주시,영주종합시장,경북 영주시 휴천동 305,상설,등록,40,보유,미보유
경북,영주시,영주중앙시장,경북 영주시 영주동 547,상설,등록,49,보유,보유
경북,영주시,선비골전통시장(채소시장),경북 영주시 영주동 318-7,상설,인정,92,미보유,미보유
경북,영주시,풍기중앙시장,경북 영주시 풍기읍 성내리 1-2,상설,인정,53,미보유,미보유
경북,영주시,영주문화시장,경북 영주시 영주동 376-1,상설,인정,307,미보유,미보유
경북,영주시,풍기선비골인삼시장,경북 영주시 풍기읍 산법리 446-4,상설,등록,66,보유,보유
경북,영주시,풍기토종인삼시장,경북 영주시 풍기읍 성내리 148,상설,인정,24,보유,보유
경북,영천시,금호공설시장,경북 영천시 금호읍 교대리 167-35,정기,등록,42,보유,보유
경북,영천시,새야사시장,경북 영천시 야사동 192-1,상설,인정,29,보유,미보유
경북,영천시,신녕공설시장,경북 영천시 신녕면 화성리 866-1,정기,등록,36,보유,미보유
경북,영천시,영천공설시장,경북 영천시 완산동 982-3,상설+정기,등록,196,보유,보유
경북,상주시,공성시장,경북 상주시 공성면 옥산리 177-1,정기,등록,17,보유,보유
경북,상주시,은척시장,경북 상주시 은척면 봉중리 383-2,정기,등록,35,보유,보유
경북,상주시,중앙시장,경북 상주시 남성동 85,상설+정기,등록,246,보유,보유
경북,상주시,함창시장,경북 상주시 함창읍 구향리 122,정기,등록,87,보유,보유
경북,상주시,화령시장,경북 상주시 화서면 신봉리 126,정기,등록,60,보유,보유
경북,문경시,(유)문경시중앙시장,경북 문경시 점촌동 197-14,상설,인정,40,보유,보유
경북,문경시,가은시장,경북 문경시 가은읍 왕능리 275,정기,등록,52,보유,미보유
경북,문경시,농암시장,경북 문경시 농암면 농암리 195-44,정기,인정,23,보유,미보유
경북,문경시,동로시장,경북 문경시 동로면 적성리 559-1,정기,인정,19,보유,미보유
경북,문경시,문경시장,경북 문경시 문경읍 하리 88-2,정기,인정,50,보유,미보유
경북,문경시,신흥시장,경북 문경시 흥덕동 994-1,상설+정기,인정,87,보유,보유
경북,문경시,중앙시장,경북 문경시 점촌동 159-2,상설,인정,102,보유,보유
경북,경산시,경산공설시장,경북 경산시 서상동 10번지 일원,상설,인정,289,보유,보유
