순번,시도,시장-상점가명,소방시설보유,보유여부 - 스프링클러,보유여부 - 소화전,보유여부 - 공용소화기,보유여부 - 경보기,보유여부 - 화재_가스감지센서,보유여부 - 화재알림시설(자동 화재속보 설비),보유율 - 개별점포 보유 소화기,보유여부 - CCTV,보유여부 - 공동화장실,보유여부 - 아케이드,보유여부 - 엘리베이터_에스컬레이터 (건물형만)
1223,경남,신부시장,1,1,1,1,1,1,1,100,1,1,2,2
1224,경남,옥수동새시장,1,1,1,1,1,1,1,100,1,1,2,2
1225,경남,옥수시장,1,1,1,1,1,1,1,90,1,1,1,2
1226,경남,옥포국제시장,1,1,1,1,1,1,1,100,1,1,1,2
1227,경남,옥포중앙시장,1,2,1,1,1,1,2,70,2,1,1,2
1228,경남,옥현상가,1,1,1,1,1,1,1,95,1,1,2,1
1229,경남,장평종합시장,1,1,1,1,1,1,1,90,1,1,2,1
1230,경남,한라프라자,1,1,1,1,1,1,1,50,1,1,2,1
1231,경남,회원프라자,1,1,1,1,1,1,1,100,1,1,2,1
1232,경남,가조공설시장,1,2,1,1,1,1,2,100,2,1,2,2
1233,경남,거창시장,1,1,1,1,1,1,1,100,1,1,1,2
1234,경남,고성공룡시장,1,1,1,1,1,1,1,90,1,1,1,1
1235,경남,배둔시장,1,1,1,1,1,1,1,90,1,1,1,2
1236,경남,김해전통시장(김해동상시장),1,1,1,1,1,1,1,90,1,1,1,2
1237,경남,삼방시장,1,1,1,1,1,1,1,100,1,1,1,2
1238,경남,외동전통시장,1,1,1,1,1,1,2,95,1,2,1,2
1239,경남,장유전통시장(장유중앙시장),1,1,1,1,1,1,1,80,1,1,1,2
1240,경남,진례전통시장,1,2,1,1,1,1,2,0,2,1,1,2
1241,경남,진영전통시장,1,1,1,1,1,1,1,100,1,1,1,1
1242,경남,남면공설시장,1,2,1,1,1,2,1,100,1,1,1,2
1243,경남,남해전통시장,1,1,1,1,1,1,1,100,1,1,1,1
1244,경남,이동시장(이동공설시장),1,2,1,1,1,1,1,100,1,1,1,2
1245,경남,지족공설시장,1,2,1,1,1,1,1,100,2,1,2,2
1246,경남,내일전통시장,1,1,1,1,1,1,1,100,1,1,1,2
1247,경남,무안시장(무안임시시장),1,1,1,1,1,1,1,50,2,1,1,2
1248,경남,밀양아리랑시장,1,1,1,1,1,1,1,100,1,1,1,2
1249,경남,송백시장,1,2,1,1,2,2,2,100,2,1,1,2
1250,경남,송지시장,1,2,2,1,1,2,2,10,2,1,1,2
1251,경남,수산시장,1,2,2,2,2,2,2,100,2,1,2,2
1252,경남,곤양종합시장,1,1,1,1,1,1,1,90,1,1,1,2
1253,경남,사천읍시장,1,1,1,1,1,1,1,10,1,1,1,2
1254,경남,삼천포용궁수산시장,1,1,1,1,1,1,1,100,1,1,1,1
1255,경남,삼천포종합시장,1,2,2,1,1,1,1,80,2,1,2,2
1256,경남,삼천포중앙시장,1,1,1,1,1,1,1,100,1,1,1,2
1257,경남,완사시장,1,2,1,1,1,1,1,100,1,1,2,2
1258,경남,단계시장,1,2,1,1,2,2,2,100,1,1,1,2
1259,경남,단성시장,1,1,1,1,2,2,2,100,2,1,1,2
1260,경남,덕산시장,1,1,1,1,1,1,1,100,1,1,1,2
1261,경남,산청시장,1,2,1,1,1,1,1,100,2,1,1,2
1262,경남,생초시장,1,1,1,1,1,1,1,100,1,1,1,2
1263,경남,덕계종합상설시장,1,1,1,1,1,1,1,70,1,1,2,1
1264,경남,서창시장,1,2,1,1,1,1,1,100,1,1,1,2
1265,경남,신평시장,1,2,1,1,1,1,2,100,1,1,1,2
1266,경남,양산남부시장,1,1,1,1,1,1,1,100,1,1,1,2
1267,경남,양산남부시장상가,1,1,1,1,1,1,1,90,1,1,1,1
1268,경남,양산북부시장,1,1,1,1,1,1,1,100,1,1,2,2
1269,경남,신반시장,1,1,1,1,1,1,1,90,1,1,1,2
1270,경남,의령시장,1,1,1,1,1,1,1,100,1,1,1,2
1271,경남,금곡시장,1,2,1,2,2,2,2,0,2,1,2,2
1272,경남,대곡시장,1,2,1,1,1,1,2,100,2,1,2,2
1273,경남,동부종합상가,1,2,1,1,1,1,2,100,1,1,1,2
1274,경남,문산시장,1,1,1,1,2,2,2,50,1,1,2,2
1275,경남,이현종합상가,1,1,1,1,1,1,1,100,1,1,2,1
1276,경남,일반성상가(일반성시장),1,2,1,1,1,2,2,70,1,1,2,2
1277,경남,자유시장,1,2,1,1,1,1,1,100,1,1,1,2
1278,경남,진주동성상가,1,1,1,1,1,1,1,5,1,1,2,1
1279,경남,진주논개시장,1,1,1,1,1,1,1,100,1,1,2,2
1280,경남,진주중앙시장,1,1,1,1,1,1,1,70,1,1,1,1
1281,경남,천전시장,1,1,1,1,1,1,1,10,1,1,1,2
1282,경남,평거한보하이타운,1,1,1,1,1,1,1,90,1,1,2,2
1283,경남,남지시장,1,1,1,1,1,1,1,100,1,1,1,2
1284,경남,대합정기시장,1,1,1,1,1,1,2,30,1,1,1,2
1285,경남,영산시장,1,2,1,1,1,1,1,80,1,1,1,2
1286,경남,이방정기시장,1,2,1,1,1,2,2,100,2,1,1,2
1287,경남,창녕상설시장,1,2,1,1,1,1,1,50,1,1,1,2
1288,경남,창녕시장,1,1,1,1,1,2,2,50,1,1,1,2
1289,경남,가술시장(대산가술시장(5일장)),1,2,1,1,1,2,2,0,2,1,2,2
1290,경남,가음정대상가,1,1,1,1,1,1,1,85,1,1,2,1
1291,경남,가음정시장,1,1,1,1,1,1,1,70,1,1,1,1
1292,경남,경민인터빌상가,1,1,1,1,1,1,1,80,1,1,2,1
1293,경남,경창상가,1,1,1,1,1,1,2,100,1,1,2,1
1294,경남,경화시장,1,1,1,1,1,1,1,100,1,1,1,1
1295,경남,구암시장,1,1,1,1,1,1,1,100,1,1,1,2
1296,경남,기산프라자,1,1,1,1,1,1,2,100,1,1,2,1
1297,경남,대동그린코아상가,1,1,1,1,1,1,2,50,1,1,2,1
1298,경남,대동씨코아상가시장,1,1,1,1,1,1,1,100,1,1,2,1
1299,경남,대동중앙상가,1,1,1,1,1,1,1,100,1,1,2,1
1300,경남,대동훼미리코아상가,1,1,1,1,1,1,1,100,1,1,2,1
1301,경남,대방덕산1차상가,1,1,1,1,1,1,2,100,1,1,2,1
1302,경남,동마산시장,1,1,1,1,1,1,1,100,1,1,1,2
1303,경남,동성올림픽타운,1,1,1,1,1,1,1,100,1,1,2,1
1304,경남,롯데종합상가,1,1,1,1,1,1,1,100,1,1,1,2
1305,경남,마산수산시장,1,1,1,1,1,1,1,80,1,1,2,2
1306,경남,마산어시장,1,1,1,1,1,1,1,70,1,1,1,2
1307,경남,마산역번개시장,1,1,1,1,1,1,1,100,1,1,1,2
1308,경남,명곡종합상가,1,1,1,1,1,1,1,100,1,1,2,1
1309,경남,명서시장,1,1,1,1,1,1,1,80,1,1,1,2
1310,경남,반송시장,1,1,1,1,1,1,2,87,1,1,1,2
1311,경남,봉곡시장,1,1,1,1,1,1,2,90,1,1,2,1
1312,경남,봉곡프라자상가,1,1,1,1,1,1,1,95,1,1,2,1
1313,경남,부림상시장,1,1,1,1,1,1,1,50,1,1,1,2
1314,경남,부림시장,1,1,1,1,1,1,1,90,1,1,1,2
1315,경남,북마산가구시장,1,1,1,1,1,1,2,100,1,1,2,2
1316,경남,북마산중앙시장,1,1,1,1,1,1,1,40,2,1,1,2
1317,경남,사파동성종합상가,1,1,1,1,1,1,2,100,1,1,1,2
1318,경남,산호시장,1,1,1,1,1,1,1,100,1,1,1,2
1319,경남,상남시장,1,1,1,1,1,1,1,100,1,1,1,1
1320,경남,서마산시장,1,1,1,1,1,1,1,100,1,1,1,2
1321,경남,석전시장,1,1,1,1,1,1,1,10,1,1,2,2
1322,경남,성원3차상가,1,1,1,1,1,1,2,90,1,1,2,1
1323,경남,성원그랜드쇼핑상가,1,1,1,1,1,1,1,100,1,1,2,1
1324,경남,소계시장,1,1,1,1,1,1,2,70,1,1,1,2
1325,경남,소계옛길시장,1,1,1,1,1,1,2,50,2,1,2,2
1326,경남,소답시장,1,1,1,1,2,2,2,50,1,1,2,2
1327,경남,신마산반월시장(반월시장),1,1,1,1,1,1,1,100,1,1,1,2
1328,경남,신마산시장,1,1,1,1,1,1,1,100,1,1,1,2
1329,경남,신촌시장(북면신촌시장(5일장)),1,2,1,1,2,2,2,50,2,1,2,2
1330,경남,양곡종합상가,1,1,1,1,1,1,2,100,1,1,2,2
1331,경남,양덕중앙시장,1,1,1,1,1,1,2,70,1,1,1,2
1332,경남,역전통합시장,1,1,1,1,1,1,2,100,2,1,2,2
1333,경남,웅천시장,1,2,1,2,2,2,2,60,2,1,1,2
1334,경남,월영대시장,1,1,1,1,1,1,2,100,2,1,2,2
1335,경남,유신종합상가,1,1,1,1,1,1,2,100,1,1,2,2
1336,경남,정우새어시장,1,1,1,1,1,1,1,85,1,1,1,2
1337,경남,중앙시장(창원중앙시장),1,1,1,1,1,2,2,70,2,1,2,2
1338,경남,지귀시장,1,1,1,1,1,1,2,100,2,1,2,2
1339,경남,진동시장,1,1,1,1,1,1,1,100,1,1,1,2
1340,경남,진동전통시장,1,1,1,1,1,1,1,100,1,1,1,2
1341,경남,진해중부시장,1,1,1,1,1,1,1,70,2,1,1,2
1342,경남,진해중앙시장,1,1,1,1,1,1,1,75,1,1,1,1
1343,경남,창원기계공구상가,1,1,1,1,1,1,1,95,1,1,2,1
1344,경남,창원도계부부시장,1,1,1,1,1,1,1,100,1,1,1,2
1345,경남,창원캔버라상가,1,1,1,1,1,1,1,95,1,1,1,1
1346,경남,창원코아상가,1,1,1,1,1,1,2,100,1,1,2,1
1347,경남,코오롱타운상가,1,1,1,1,1,1,2,90,1,1,2,1
1348,경남,토월복합상가시장,1,1,1,1,1,1,1,100,1,1,2,1
1349,경남,합성동상가,1,1,1,1,1,1,1,90,1,1,2,2
1350,경남,합성옛길시장,1,1,1,1,1,1,2,100,1,2,2,2
1351,경남,회성종합시장,1,1,1,1,1,1,1,100,1,1,1,2
1352,경남,합성대로상가,1,2,1,2,2,2,2,70,2,2,2,2
1353,경남,북신전통시장,1,1,1,1,1,1,1,90,1,1,1,2
1354,경남,서호전통시장,1,1,1,1,1,1,1,50,1,1,1,2
1355,경남,통영중앙전통시장,1,1,1,1,1,1,1,60,1,1,1,2
1356,경남,계천공설시장(계천시장),1,1,1,1,1,1,1,100,1,1,1,2
1357,경남,북천공설시장,1,1,1,1,1,1,2,100,2,1,1,2
1358,경남,옥종공설시장,1,2,1,1,1,1,2,100,1,1,1,2
1359,경남,진교공설시장,1,1,1,1,1,1,1,100,1,1,1,2
1360,경남,하동공설시장,1,1,1,1,1,1,1,100,1,1,1,2
1361,경남,횡천공설시장(횡천시장),1,1,1,1,1,1,1,100,1,1,1,2
1362,경남,가야상설시장(가야시장),1,1,1,1,1,1,1,80,1,1,1,2
1363,경남,군복공설시장,1,2,1,1,1,2,1,0,2,1,1,2
1364,경남,대산공설시장,1,1,1,1,1,1,2,0,2,1,1,2
1365,경남,칠원공설시장,1,1,1,1,1,1,1,100,2,1,1,2
1366,경남,마천전통시장,1,1,1,1,1,1,2,100,1,1,2,2
1367,경남,안의시장,1,1,1,1,1,1,2,100,2,1,2,2
1368,경남,지리산함양시장,1,1,1,1,1,1,1,70,1,1,1,2
1369,경남,함양토종약초시장,1,1,1,1,1,1,1,100,1,1,2,2
1370,경남,가야시장,1,2,1,1,1,1,2,100,1,1,1,2
1371,경남,삼가시장,1,1,1,1,1,1,1,70,1,1,1,2
1372,경남,야로시장,1,2,1,1,1,2,2,100,1,1,1,2
1373,경남,초계시장,1,1,1,1,1,1,1,100,1,1,1,2
1374,경남,합천시장,1,1,1,1,1,1,1,100,1,1,1,2
1375,제주,고성오일시장,1,1,1,1,1,1,1,10,1,1,1,2
1376,제주,대정오일시장,1,1,1,1,1,1,1,10,1,1,2,2
1377,제주,서귀포매일올레시장,1,1,1,1,1,1,1,100,1,1,1,2
1378,제주,서귀포향토오일시장,1,1,1,1,1,1,1,90,1,1,1,2
1379,제주,중문오일시장,1,2,1,1,2,2,2,15,2,1,1,2
1380,제주,표선오일시장,1,1,1,1,1,2,2,90,1,1,1,2
1381,제주,도남시장,1,1,1,1,1,1,1,70,1,1,2,2
1382,제주,동문시장(주),1,1,1,1,1,1,1,10,1,1,1,2
1383,제주,보성시장,1,1,1,1,1,1,1,100,1,1,2,1
1384,제주,세화오일시장,1,1,1,1,1,1,2,0,1,1,1,2
1385,제주,신산시장,1,1,1,1,1,1,2,90,1,1,2,2
1386,제주,제주동문수산시장,1,1,1,1,1,1,1,70,1,1,1,2
1387,제주,제주시동문공설시장,1,1,1,1,1,1,1,100,1,1,1,1
1388,제주,제주시동문재래시장,1,1,1,1,1,1,1,100,1,1,1,2
1389,제주,제주시민속오일시장,1,1,1,1,1,1,1,50,1,1,1,2
1390,제주,제주시서문공설시장,1,1,1,1,1,1,1,95,1,1,1,2
1391,제주,제주칠성로상점가(칠성로상점가),1,1,1,1,1,1,1,100,1,1,1,2
1392,제주,중앙로상점가,1,1,1,1,1,1,1,0,1,1,1,2
1393,제주,한림매일시장,1,1,1,1,1,1,1,100,1,1,1,2
1394,제주,한림민속오일시장(한림오일시장),1,1,1,1,1,1,1,100,1,1,1,2
1395,제주,함덕오일시장,1,2,1,1,1,1,1,0,1,1,2,2
1396,세종,세종대평시장,1,1,1,1,1,1,1,80,1,1,1,2
1397,세종,부강전통시장,1,2,1,1,1,1,2,70,1,1,1,2
1398,세종,세종전통시장,1,1,1,1,1,1,1,90,1,1,1,2
1399,세종,전의왕의물시장,1,2,1,1,1,2,1,90,2,1,2,2
1400,서울,강남개포시장,1,1,1,1,1,1,1,90,1,1,2,1
1401,서울,은마 종합상점가,1,1,1,1,1,1,1,98,1,1,2,2
1402,서울,강남역지하도상점가,1,1,1,1,1,1,1,100,1,1,2,2
1403,서울,로데오거리상점가,1,1,1,1,1,1,2,100,1,1,2,2
1404,서울,장신구거리상점가,1,1,1,1,1,1,2,90,1,1,1,1
1405,서울,송화벽화시장,1,1,1,1,1,1,2,100,1,1,1,2
1406,서울,삼성동시장,1,1,1,1,1,1,1,100,2,1,1,2
1407,서울,서원동상점가,1,1,1,1,1,1,1,100,1,2,2,2
1408,서울,대명여울빛거리시장,1,1,1,1,1,1,1,60,1,1,1,2
1409,서울,독산동우시장,1,1,1,1,1,1,2,0,1,1,2,1
1410,서울,독산동맛나는거리상점가,1,2,1,1,2,1,2,100,2,2,2,2
1411,서울,사당1동 먹자골목 상점가,1,1,1,1,2,2,2,50,2,2,2,2
1412,서울,도화동상점가,1,2,1,1,2,1,2,100,2,1,2,1
1413,서울,상암동상점가,1,1,1,1,1,1,1,90,2,1,2,2
1414,서울,용강동상점가,1,1,1,1,1,1,2,95,1,1,2,2
1415,서울,홍대걷고싶은거리상점가,1,1,1,1,1,1,1,100,1,2,2,2
1416,서울,뚝섬역상점가,1,1,1,1,1,1,2,100,2,2,2,2
1417,서울,왕십리도선동상점가,1,1,1,1,1,1,1,100,1,1,1,1
1418,서울,한양대앞상점가,1,1,1,1,1,1,1,100,1,1,1,1
1419,서울,행당시장,1,2,1,1,1,1,1,100,2,1,1,2
1420,서울,무학봉상점가,1,2,1,1,1,2,2,55,2,2,2,2
1421,서울,문정동로데오상점가,1,2,1,1,2,2,2,100,1,1,2,2
1422,서울,남서울상가,1,1,1,1,1,1,2,100,1,1,2,2
1423,서울,로타리상가,1,1,1,1,1,1,1,100,1,1,2,2
1424,서울,영등포시장기계공구상가,1,2,2,1,1,2,2,100,2,1,2,2
1425,서울,영등포전통시장,1,2,1,1,2,2,1,100,1,1,1,2
1426,서울,영등포제일상가,1,1,1,1,1,1,1,50,2,1,1,2
1427,서울,우리시장,1,2,2,1,2,1,2,100,2,1,1,2
1428,서울,영등포청과시장,1,2,1,1,2,2,2,100,2,1,2,2
1429,서울,연신내상점가,1,2,1,1,2,2,2,100,2,2,2,2
1430,서울,동대문문구완구거리,1,1,1,1,1,1,2,100,1,2,2,2
1431,서울,세운상가가동,1,1,1,1,1,1,1,100,1,1,2,1
1432,서울,세종마을음식문화거리,1,2,1,1,1,2,2,100,1,1,2,2
1433,서울,종로광장전통시장,1,1,1,1,1,1,1,100,1,1,1,2
1434,서울,창신골목시장,1,2,1,1,1,1,2,80,1,1,2,2
1435,서울,동묘시장,1,1,1,2,2,2,2,100,1,2,2,2
1436,서울,방산시장,1,2,1,1,2,2,2,100,2,2,2,1
1437,서울,인현시장,1,1,1,1,2,1,2,100,1,2,2,2
1438,서울,청계천공구상가,1,1,1,1,1,1,2,90,1,2,2,2
1439,부산,부산좌천동가구상가,1,2,2,1,2,2,2,100,2,1,2,2
1440,부산,구포역세권상점가,1,2,1,1,2,2,2,100,2,2,2,2
1441,부산,연산 골목시장 상점가,1,2,1,1,1,1,1,100,1,1,2,2
1442,부산,연산1동골목상점가,1,2,1,1,1,1,2,100,2,1,1,2
1443,부산,연일골목시장상점가,1,1,1,1,1,1,1,100,1,1,1,2
1444,대구,성서아울렛상점가(가로형),1,2,1,1,1,2,2,100,1,1,2,2
1445,대구,신내당시장상점가,1,2,1,1,2,2,2,100,1,1,1,2
1446,대구,두류젊음의광장,1,2,2,2,2,2,2,100,1,2,2,2
1447,대구,남산동 자동차 골목 상점가,1,2,1,1,1,2,2,100,1,2,2,2
1448,대구,대구패션쥬얼리특구,1,1,1,1,1,1,1,100,1,1,2,2
1449,대구,동성로상점가,1,2,1,1,2,2,2,99,1,1,2,2
1450,대구,서문시장 아진상가 상점가,1,2,1,2,2,1,1,100,1,1,1,2
1451,대구,교동시장1길 상점가,1,2,1,1,2,2,2,80,1,1,1,2
1452,인천,남동산업용품상가,1,1,1,1,1,1,2,100,1,1,2,2
1453,인천,테마의거리상점가,1,1,2,1,2,2,2,95,1,2,2,1
1454,인천,개항누리길상점가,1,1,1,1,1,1,1,80,1,1,2,2
1455,광주,전자의거리,1,1,1,1,1,1,2,100,1,1,2,1
1456,광주,조대 장미의 거리,1,1,1,1,2,2,2,100,1,1,2,2
1457,광주,충장로상점가,1,2,1,1,2,2,2,100,2,1,2,2
1458,광주,건축자재의거리,1,2,1,1,2,2,2,100,2,1,2,2
1459,광주,공구의거리,1,2,2,1,2,2,2,100,1,1,2,2
1460,광주,자동차의거리,1,2,1,1,1,2,2,100,1,1,1,2
1461,광주,패션의거리,1,2,2,1,2,2,2,100,2,2,2,2
1462,광주,오리요리의거리,1,2,2,2,2,2,2,100,1,2,2,2
1463,대전,송촌동 상점가,1,1,1,2,2,2,2,80,2,1,2,2
1464,대전,오정동상점가,1,1,1,2,1,1,2,70,2,2,2,2
1465,대전,역전시장,1,1,1,1,2,2,2,58,2,1,2,2
1466,대전,홍도동상점가,1,2,2,1,2,2,2,95,2,2,2,2
1467,대전,가수원상점가,1,2,1,1,2,2,2,50,1,1,2,2
1468,대전,둔산3동상점가,1,2,1,1,1,1,2,90,1,1,2,2
1469,대전,문화예술의거리대흥동상점가,1,1,1,1,1,1,1,100,2,1,2,2
1470,대전,오류동특화거리상점가,1,1,1,1,1,2,2,90,1,1,2,2
1471,대전,은행동상점가상인회(명칭변경),1,1,1,1,1,1,2,90,1,1,1,2
1472,대전,중촌동맞춤거리상점가,1,2,2,2,2,2,2,10,1,2,2,2
1473,대전,충무자동차거리상점가,1,2,1,2,2,2,2,30,2,1,2,2
1474,울산,삼산웨딩거리상점가,1,1,1,1,1,1,2,50,1,1,2,2
1475,울산,동울산시장상점가,1,2,1,1,1,1,2,100,2,1,2,2
1476,울산,전하시장상점가,1,2,1,1,1,2,2,100,2,1,2,2
1477,울산,언양알프스시장,1,1,1,1,1,1,1,100,1,1,1,2
1478,울산,보세거리,1,1,1,1,1,1,1,50,1,2,1,2
1479,울산,젊음의거리,1,1,1,1,1,1,1,90,1,2,1,2
1480,울산,중앙길(문화의거리)상가,1,2,2,1,2,2,2,100,2,1,2,2
1481,울산,태화십리대밭먹거리단지,1,1,1,1,1,1,2,100,1,1,2,2
1482,울산,학성가구거리,1,2,1,2,2,2,2,100,2,1,2,2
1483,경기,설악리 신천리 상점가,1,2,2,1,2,2,2,80,2,1,2,2
1484,경기,삼송상점가,1,2,2,2,2,2,2,100,2,2,2,2
1485,경기,덕이동로데오메인타운,1,2,1,1,1,1,2,100,1,1,2,2
1486,경기,일산서문상점가,1,1,1,1,1,2,1,100,1,1,1,2
1487,경기,산본로데오거리상점가,1,1,1,1,1,1,2,100,1,1,2,1
1488,경기,신중동문화거리,1,1,1,2,1,2,2,100,1,2,2,2
1489,경기,권선가구거리상점가,1,1,1,1,1,1,1,100,2,2,2,1
1490,경기,매산로테마거리상점가,1,1,1,1,1,1,2,100,1,2,2,1
1491,경기,신천동 문화의거리 ,1,1,2,1,1,1,2,80,1,2,1,1
1492,경기,선부광장로,1,1,1,1,1,1,1,100,1,1,2,1
1493,경기,예술광장로 상점가,1,1,2,1,1,1,2,30,2,1,2,2
1494,경기,도리섬상점가,1,1,1,2,1,1,2,80,2,2,2,1
1495,경기,한대앞역상점가,1,1,1,1,1,1,1,100,1,2,2,1
1496,경기,안양1번가,1,1,1,1,1,1,2,30,1,1,2,2
1497,경기,평촌1번가,1,1,1,1,1,1,1,100,1,1,1,1
1498,경기,평촌역상가,1,1,1,1,1,1,1,100,1,1,1,1
1499,경기,먹자골음식문화의거리(창동먹자골상점가),1,2,1,1,2,2,2,99,1,1,1,2
1500,경기,여주한글시장(여주중앙로상점가),1,1,1,1,1,1,1,100,1,1,2,2
1501,경기,녹색거리상점가,1,1,1,1,1,1,2,100,2,1,2,2
1502,경기,운정가구타운 상점가,1,1,1,2,1,2,2,100,2,2,2,2
1503,경기,고모3리상점가,1,2,2,2,2,2,2,70,2,1,2,2
1504,경기,하남시동석바대시장상점가,1,2,2,2,2,2,2,30,2,2,2,2
1505,경기,하남시서석바대시장상점가,1,2,1,2,2,2,2,100,2,2,2,2
1506,경기,능동상가,1,1,1,1,1,1,1,100,1,1,2,1
1507,경기,동탄상가,1,1,2,1,1,1,1,100,1,1,2,1
1508,경기,병점중심상가,1,2,1,1,1,1,1,100,2,2,2,2
1509,경기,반월제일현대상가,1,1,1,1,1,1,1,100,1,1,2,1
1510,강원,설악로데오거리상점가,1,1,1,2,2,2,2,100,2,1,2,1
1511,강원,요선시장,1,1,2,2,2,1,2,50,2,1,2,2
1512,강원,인공폭포상가,1,1,1,2,1,1,1,50,1,2,2,2
1513,충북,부강상가시장,1,1,1,1,1,1,2,100,1,1,2,1
1514,충북,청주성안길상점가,1,1,1,1,1,1,1,80,1,1,1,1
1515,충남,금암동상점가,1,1,1,1,1,1,1,100,1,1,2,1
1516,충남,엄사상점가,1,1,1,1,2,2,2,100,1,1,2,1
