순번,시도,시장-상점가명,소방시설보유,보유여부 - 스프링클러,보유여부 - 소화전,보유여부 - 공용소화기,보유여부 - 경보기,보유여부 - 화재_가스감지센서,보유여부 - 화재알림시설(자동 화재속보 설비),보유율 - 개별점포 보유 소화기,보유여부 - CCTV,보유여부 - 공동화장실,보유여부 - 아케이드,보유여부 - 엘리베이터_에스컬레이터 (건물형만)
1517,충남,금산중앙로상점가,1,2,1,2,1,1,2,100,1,2,2,2
1518,충남,당진원시가지상가가활성구역,1,1,1,1,1,1,1,100,1,1,2,2
1519,충남,합덕중앙상점가,1,1,1,1,1,1,1,40,1,1,1,2
1520,충남,명동대흥로상점가,1,1,1,1,2,1,1,5,2,1,2,2
1521,충남,천안신부문화거리상점가,1,1,1,1,1,1,1,99,2,1,2,1
1522,충남,명동상점가,1,1,1,2,1,2,2,60,1,1,2,2
1523,전북,삼례상점가,1,2,1,1,2,2,2,100,1,1,2,2
1524,전북,원광온누리상점가,1,1,1,1,1,1,2,100,1,2,2,2
1525,전북,오수상점가,1,1,1,1,1,2,2,20,1,1,2,2
1526,전북,전북대대학로상점가,1,1,2,1,1,1,2,95,1,2,2,2
1527,전북,전주동문상점가,1,1,1,1,1,1,1,100,1,1,2,2
1528,전북,전주전자상가(전주기린로전자상가),1,2,2,1,2,2,2,100,2,1,2,2
1529,전북,전주풍남문상점가,1,2,1,1,1,1,1,100,1,1,2,2
1530,전북,새암로상점가,1,2,1,1,1,1,1,100,2,1,2,2
1531,전북,정읍산외한우마을,1,1,1,1,1,1,1,100,1,1,2,2
1532,전북,중앙로상점가,1,2,2,2,1,1,1,100,1,1,2,2
1533,전남,금빛상점가,1,2,1,1,2,2,2,100,1,2,2,2
1534,전남,남내상점가 (구 나주상가),1,2,1,1,2,2,2,100,1,2,2,2
1535,전남,순천문화의거리 금꽃예술촌상인회,1,1,1,1,1,1,1,100,1,1,2,2
1536,전남,순천대1번가상가,1,1,1,1,1,1,1,100,1,1,1,2
1537,전남,여수진남상가,1,1,1,1,1,1,1,100,1,1,2,2
1538,경북,경산시중앙상점가,1,2,1,2,2,2,2,60,1,2,2,2
1539,경북,충효상점가,1,2,1,1,2,2,2,50,1,1,2,2
1540,경북,황성상점가,1,2,1,1,1,2,2,50,1,1,2,2
1541,경북,부곡맛고을상가,1,1,1,1,2,1,2,95,1,1,2,2
1542,경북,안동남서상점가,1,2,2,2,2,2,2,80,1,1,2,2
1543,경북,안동중앙문화의거리상점가,1,1,1,1,1,1,2,100,1,1,2,2
1544,경북,풍기인삼홍삼상점가,1,1,1,1,1,1,1,100,1,1,1,2
1545,경남,김해중앙상가,1,1,1,1,1,1,1,100,2,2,1,2
1546,경남,로데오거리상점가,1,1,1,1,1,1,2,90,1,1,2,2
1547,경남,진주중앙상점가,1,1,1,1,2,2,2,90,1,2,2,2
1548,경남,진주청과상점가,1,2,2,1,2,2,2,100,1,2,2,2
1549,경남,수남상가,1,1,1,1,1,1,1,100,1,2,1,2
1550,경남,오동동상점가,1,1,1,1,1,1,2,70,1,1,2,2
1551,경남,창동통합상가,1,1,1,1,1,1,1,100,1,1,1,2
1552,경남,정우상가,1,1,1,1,1,1,2,100,1,1,2,1
1553,경남,지귀상가,1,1,1,1,1,1,2,50,1,1,2,2
1554,경남,충무데파트,1,1,1,1,1,1,1,2,1,1,1,1
1555,제주,이중섭거리 명동로상가,1,2,1,2,2,2,2,100,1,1,2,2
1556,제주,중정로상가,1,2,2,1,2,2,2,80,2,2,2,2
1557,서울,㈜고투몰 상인회,1,1,1,1,1,1,1,100,1,1,2,1
1558,서울,영등포로타리지하상가,1,1,1,1,1,1,1,100,1,1,2,1
1559,서울,영등포시장지하도상점가,1,1,1,1,1,1,1,100,1,1,2,1
1560,서울,영등포역지하도상가,1,1,1,1,1,1,1,100,1,1,2,1
1561,서울,동대문지하쇼핑센터,1,1,1,1,1,1,1,100,1,1,2,2
1562,서울,마전교지하쇼핑센터,1,1,1,1,1,1,1,100,1,1,2,2
1563,서울,종각지하쇼핑센터,1,1,1,1,1,1,1,100,1,1,2,2
1564,서울,종로4가지하쇼핑센터,1,1,1,1,1,1,1,95,1,1,2,2
1565,서울,종오지하쇼핑센터,1,1,1,1,1,1,1,100,1,1,2,1
1566,서울,남대문로지하상가,1,1,1,1,1,1,1,100,1,1,2,2
1567,서울,명동역지하쇼핑센터,1,1,1,1,1,1,1,100,1,1,2,1
1568,서울,소공지하도상가,1,1,1,1,1,1,1,100,1,1,2,2
1569,서울,시청광장지하도상가,1,1,1,1,1,1,1,100,2,1,2,2
1570,서울,청계5가지하쇼핑센터,1,1,1,1,1,1,1,100,1,1,2,2
1571,서울,청계6가지하쇼핑센타,1,1,1,1,1,1,1,100,1,1,2,2
1572,부산,부산역지하도상가,1,1,1,1,1,1,1,0,1,1,2,2
1573,부산,서면지하도상가 서면몰,1,1,1,1,1,1,2,0,1,1,1,2
1574,부산,서면지하상가 부전몰,1,1,1,1,1,1,2,0,1,1,2,2
1575,부산,덕천지하상가(태아쇼핑),1,1,1,1,1,1,1,10,1,1,2,1
1576,부산,광복지하도상가,1,1,1,1,1,1,2,0,1,1,2,1
1577,부산,국제지하도상가,1,1,1,1,1,1,1,80,1,1,2,2
1578,부산,남포지하도상가,1,1,1,1,1,1,1,100,1,1,2,1
1579,대구,두류1번가,1,1,1,1,1,1,1,100,1,1,2,2
1580,대구,대신지하상가,1,1,1,1,1,1,1,100,1,1,2,1
1581,대구,대현프리몰,1,1,1,1,1,1,1,100,1,1,1,1
1582,대구,메트로센터(반월당지하쇼핑),1,1,1,1,1,1,1,80,1,1,2,1
1583,대구,메트로프라자,1,1,1,1,1,1,1,98,1,1,1,1
1584,인천,석바위지하도상가,1,1,1,1,1,1,1,100,1,1,2,2
1585,인천,주안시민지하상가,1,1,1,1,1,1,1,100,1,1,2,1
1586,인천,주안역지하상가,1,1,1,1,1,1,1,100,1,1,1,1
1587,인천,배다리전통공예지하상가,1,1,1,1,1,1,1,100,1,1,2,2
1588,인천,부평대아지하상가,1,1,1,1,1,1,1,100,1,1,2,2
1589,인천,부평역지하상가,1,1,1,1,1,1,1,100,1,1,2,1
1590,인천,부평중앙지하상가,1,1,1,1,1,1,1,100,1,1,2,1
1591,인천,신부평지하상가,1,1,1,1,1,1,1,95,1,1,2,1
1592,인천,새동인천지하상가,1,1,2,1,1,1,2,80,1,1,2,2
1593,인천,새인현지하상가,1,1,1,1,1,1,1,99,1,1,2,2
1594,인천,신포지하상가,1,1,1,1,1,1,1,100,1,1,1,2
1595,인천,중앙로지하상가,1,1,1,1,1,1,1,100,1,1,2,2
1596,광주,금남로지하상가,1,1,1,1,1,1,1,100,2,1,2,1
1597,광주,충금지하상가,1,1,1,1,1,1,1,100,1,1,2,2
1598,광주,금남지하도상가,1,1,1,1,1,1,1,100,2,1,2,1
1599,대전,역전지하상가,1,1,1,1,1,1,2,100,1,1,2,1
1600,대전,중앙로지하상가,1,1,1,1,1,1,1,100,1,1,1,1
1601,경기,부천역지하도상가,1,1,1,1,1,1,2,100,1,1,2,1
1602,경기,성남중앙지하시장,1,1,1,1,1,1,1,100,2,1,2,1
1603,경기,역전지하도상가,1,1,1,1,1,1,2,100,1,1,1,1
1604,경기,안양1번가지하쇼핑몰,1,1,1,1,1,1,1,100,1,1,2,1
1605,경기,안양중앙지하상가,1,1,1,1,1,1,2,100,1,1,2,1
1606,경기,의정부역지하상가,1,1,1,1,1,1,1,100,1,1,2,1
1607,강원,원주 중앙로문화의거리,1,1,1,1,1,1,1,80,1,1,2,2
1608,강원,춘천지하상가,1,1,1,1,1,1,1,90,1,1,2,1
1609,충남,천안역지하상가,1,1,1,1,1,1,1,100,1,1,2,1
1610,전남,순천씨내몰상가,1,1,1,1,1,1,1,100,1,1,2,2
1611,경남,진주중앙지하도상가 에나몰,1,1,1,1,1,1,1,100,1,1,2,1
1612,경남,대현프리몰,1,1,1,1,1,1,1,1,1,1,2,1
1613,경남,부림지하시장,1,1,1,1,1,1,1,100,1,1,2,1
1614,제주,제주중앙지하상가,1,1,1,1,1,1,2,20,1,1,1,2
1615,경기,청평여울시장,1,2,1,1,1,1,1,70,1,1,2,1
1616,경기,모란전통기름시장,1,2,2,2,2,2,2,90,2,2,2,2
1617,경기,중부농수산물시장,1,1,1,2,1,2,1,100,2,1,2,2
1618,경기,엄상동마을상점가,1,1,1,2,1,1,1,100,1,1,2,2
1619,경기,율촌시장,2,2,2,2,2,2,2,0,2,1,2,2
1620,경기,이천중앙로상가번영회 이천상인회,1,2,1,1,1,1,2,95,1,1,2,2
1621,경기,SK하이닉스(주)상점가,1,1,1,1,1,2,1,90,1,1,2,2
1622,경기,남천 상점가,1,2,2,2,2,1,2,50,1,2,2,2
1623,경기,송정동 상점가,1,2,2,1,2,2,2,70,1,2,2,2
1624,경기,예스파크 상점가,1,1,1,1,1,1,2,100,1,1,2,1
1625,대구,대봉동웨딩거리상점가,1,2,1,1,2,1,2,100,1,1,2,1
1626,부산,부산대상점가,1,2,2,2,2,2,2,70,2,2,2,2
1627,부산,철뚝시장,1,2,1,2,2,2,2,100,1,2,2,2
1628,서울,답십리건축자재시장,1,2,1,2,2,2,2,100,2,2,2,2
1629,서울,장곡시장,1,2,1,1,2,2,2,100,1,2,2,2
1630,서울,잠실역지하쇼핑센터,1,1,1,1,1,1,1,100,1,1,2,2
1631,서울,신곡종합시장,1,2,2,1,2,2,2,100,2,1,2,2
1632,서울,신정제일시장,1,2,1,1,2,2,2,100,1,1,2,1
1633,서울,응암오거리상점가,1,2,1,1,2,1,1,100,2,2,2,2
1634,서울,증산골목시장,1,2,1,1,2,2,2,80,1,2,2,2
1635,서울,동원전통시장상점가,1,2,2,1,2,2,2,95,2,2,2,2
1636,인천,동인천지하아케이트,1,1,2,1,1,1,1,80,1,1,2,2
1637,전남,강진중앙로상가,1,2,1,1,1,1,1,100,1,2,2,2
1638,전남,나주혁신도시상가번영회,1,1,1,1,1,1,1,100,1,1,2,1
1639,제주,누웨마루거리상점가,1,1,1,1,1,1,2,100,1,1,2,2
1640,제주,한림중앙상가,1,1,1,1,1,1,1,85,1,1,1,1
1641,충남,대천항종합수산물시장,1,1,1,1,1,1,1,90,1,1,2,1
1642,충남,부여 새시장,1,2,1,1,2,1,1,100,1,2,2,2
1643,충남,광천원동시장,1,2,1,2,2,2,2,80,1,1,2,2
1644,경기,사리골 상점가,1,1,1,1,1,1,1,100,1,1,2,1
1645,경기,안산패션타운전통시장,1,1,1,1,1,1,2,100,1,1,2,1
1646,경기,안산 다농마트 전통시장,1,1,1,1,1,1,2,100,1,1,2,1
1647,경남,산호동상점가,1,2,2,2,2,2,2,100,2,2,2,2
1648,경북,풍기선비골인삼시장,1,1,1,1,1,1,1,100,1,1,2,2
1649,서울,천호공구거리상점가,1,2,2,2,2,2,2,90,2,2,2,2
1650,서울,고척골목시장상점가,1,2,2,2,2,2,2,63,1,2,2,2
1651,서울,상계역전종합상가,1,1,1,1,1,1,2,90,1,1,2,2
1652,서울,상계주공1단지(가)상가,1,2,1,1,1,1,1,99,1,1,2,2
1653,서울,시영2단지 무지개종합상가,1,2,1,1,2,2,1,0,1,1,2,2
1654,서울,시영B상가,1,1,1,1,1,1,2,99,2,1,2,2
1655,서울,쌍문역둘리상점가상인회,2,2,2,2,2,2,2,0,2,2,2,2
1656,서울,백학시장 상점가,1,2,1,2,1,2,2,100,1,2,2,2
1657,서울,청계상가,1,1,1,1,1,2,2,10,1,1,2,1
1658,서울,장미제일시장,1,2,2,1,2,2,2,60,2,1,2,2
1659,대구,북성로 상점가,1,2,2,2,2,2,2,99,1,1,2,2
1660,인천,차이나타운로상점가,1,2,2,1,1,2,2,100,1,2,2,2
1661,경기,과천상점가,1,2,2,2,1,1,2,100,1,2,2,1
1662,경기,오이도전통수산시장,1,2,1,1,1,1,2,80,1,1,2,2
1663,경기,양동쌍학시장,1,1,1,2,2,1,1,100,2,1,2,2
1664,강원,명동상점가,1,2,2,2,2,2,2,90,1,2,2,2
1665,전북,화동길 상점가,1,2,1,2,2,2,2,80,2,2,2,2
1666,전북,고산구시장상점가,1,2,2,2,2,2,2,100,2,2,2,2
1667,경북,평화로상가,1,2,1,2,2,2,2,80,1,2,2,2
1668,경북,청림시장,1,2,2,2,2,2,2,100,2,1,2,2
1669,경북,환호그린빌시장,1,2,2,2,2,2,2,90,2,1,2,2
1670,경북,광장시장 (대도오광장종합회시장),1,2,2,2,2,2,2,60,2,1,2,2
1671,경남,삼천포전통수산시장,1,1,1,1,1,1,1,20,1,1,1,2
1672,경남,석계시장,1,2,2,2,2,2,2,30,2,2,1,2
1673,서울,도곡시장,1,1,1,1,1,1,2,100,2,1,2,2
1674,경기,심곡복개천 상점가,1,2,2,2,2,2,2,70,1,2,2,2
1675,경기,원미금강 상점가,2,2,2,2,2,2,2,0,2,1,2,2
1676,경기,여주세종시장상점가,1,2,1,2,2,2,2,100,2,2,2,2
1677,경기,오학동상점가 ,1,2,2,2,2,2,2,100,2,2,2,2
1678,경기,점봉동상점가,1,2,1,2,2,2,2,100,2,2,2,1
1679,경기,가남상점가,1,2,2,2,2,2,2,98,1,2,2,2
1680,충북,제천고추시장,1,2,1,2,2,2,2,100,1,1,2,2
1681,전북,강천상가,1,1,1,1,1,1,1,100,1,1,2,2
1682,전북,연지상가번영회,1,2,2,2,1,2,2,100,1,2,2,2
1683,전남,부영3차상가번영회,1,2,1,2,1,1,1,100,1,1,2,2
1684,전남,연향2지구상가번영회,1,2,2,2,2,2,2,100,1,2,2,2
1685,전남,우석로상가번영회,1,2,2,2,2,2,2,100,2,2,2,2
1686,전남,장천동상가번영회,1,2,2,2,2,2,2,70,2,2,2,2
1687,경북,부곡시장,1,1,1,1,1,1,1,100,2,1,2,2
1688,경북,중앙시장,1,2,1,1,2,2,2,80,1,1,2,2
1689,경북,문화의거리 행복상점가,1,1,1,1,1,1,1,100,2,2,2,2
1690,경북,점촌역전상점가,1,2,2,2,2,2,2,100,1,2,2,1
1691,경북,남성시장,1,2,2,2,2,2,2,90,2,2,2,2
1692,경남,죽림상점가,1,2,2,2,2,2,2,100,2,2,2,2
1693,서울,숭인시장,1,2,1,1,1,1,2,100,1,1,2,2
1694,서울,능동로골목시장(미인정),1,2,1,1,1,1,2,100,1,2,2,2
1695,서울,쌍문시장,1,2,1,1,1,1,2,100,1,2,2,2
1696,서울,경동시장,1,1,1,1,1,1,1,80,1,1,1,1
1697,서울,동진시장,1,1,1,1,1,1,1,100,1,1,2,2
1698,서울,마포시장,1,1,1,1,1,1,1,90,1,1,2,2
1699,서울,포방터시장,1,1,1,1,1,1,1,100,1,1,2,2
1700,서울,영등포유통상가,1,1,1,1,1,1,1,100,1,1,2,1
1701,서울,광장시장,1,1,1,1,1,1,1,100,1,1,1,2
1702,서울,에리어식스(벨포스트),1,1,1,1,1,1,1,90,1,1,2,2
1703,서울,숭례문수입상가,1,1,1,1,1,1,1,30,1,1,2,2
1704,서울,청평화시장,1,1,1,1,1,1,2,100,1,1,1,1
1705,부산,대연중앙시장,1,2,1,1,1,1,2,50,2,1,2,2
1706,부산,국민시장,1,2,1,1,1,1,2,70,2,1,2,2
1707,부산,온천로터리종합시장,1,1,1,1,1,1,2,100,2,1,2,2
1708,부산,양정전통시장,1,2,2,2,2,1,2,30,2,2,2,2
1709,부산,정이있는구포시장,1,1,1,1,1,1,2,100,1,1,1,2
1710,부산,감전제일상가시장,1,2,2,1,2,2,2,10,2,1,2,2
1711,부산,고려쇼핑센터,1,2,2,2,1,1,2,60,1,1,2,1
1712,부산,부산광역시철강판매협동조합,1,2,2,2,2,2,2,10,1,2,2,2
1713,부산,동방시장,1,1,1,1,1,2,2,100,1,1,2,2
1714,부산,반송시장,1,1,1,1,1,1,1,80,1,1,1,1
1715,인천,송현자유시장,1,2,1,1,1,1,1,50,1,1,2,2
1716,광주,봉선시장,1,2,1,1,1,1,2,100,1,1,1,2
1717,광주,산수시장,1,1,1,1,1,1,2,100,2,2,2,2
1718,대전,정원시장,1,1,1,1,1,1,1,100,1,1,1,2
1719,대전,용두전통시장,1,2,1,1,1,2,2,90,1,2,2,2
1720,대전,유천전통시장,1,1,1,1,1,1,1,90,2,1,1,2
1721,경기,광릉5일장,1,2,1,1,2,2,2,30,2,1,2,2
1722,경기,원미부흥시장,1,2,1,1,1,1,2,100,1,2,1,2
1723,경기,분당종합시장,1,1,1,1,1,1,1,100,1,1,2,1
1724,경기,야탑에이스코아시장,1,1,1,1,1,1,1,100,1,1,2,1
1725,경기,현대프라자시장,1,1,1,1,1,1,1,10,1,1,2,1
1726,경기,제일시장,1,2,1,1,1,1,2,80,1,1,2,2
1727,경기,연천5일장,1,2,2,1,2,2,2,0,1,1,2,2
1728,경기,용인5일장,1,1,1,1,2,2,2,40,1,1,2,2
1729,경기,의정부시장,1,1,1,1,1,1,1,100,1,1,1,2
1730,경기,봉일천시장,1,2,1,1,1,1,2,80,1,1,1,2
1731,경기,송우공설시장,1,2,1,1,1,2,2,100,1,1,1,2
1732,경기,일동공설시장,1,1,1,1,2,2,2,0,1,1,2,2
1733,강원,근덕5일장,1,1,1,1,1,1,2,100,2,1,1,2
1734,강원,도계5일장,1,2,1,1,1,1,2,10,2,1,2,2
1735,강원,도계전두시장,1,2,1,1,1,1,1,100,1,1,1,2
1736,강원,도계중앙시장,1,1,1,1,1,1,2,100,2,1,1,2
1737,강원,삼척5일장,1,1,1,1,1,2,2,90,1,1,1,2
1738,강원,호산5일장,2,2,2,2,2,2,2,0,2,1,2,2
1739,강원,호산시장,1,1,1,1,1,1,2,100,2,1,2,2
1740,강원,영월종합상가시장,1,1,1,1,1,1,1,100,1,1,1,2
1741,강원,주천정기시장,1,2,1,1,1,1,1,80,1,1,2,2
1742,강원,서화5일장,1,2,1,1,2,2,2,90,2,1,1,2
1743,강원,신남5일장,1,2,1,1,1,1,2,90,2,1,2,2
1744,강원,철암장,1,2,2,1,2,2,2,50,2,1,2,2
1745,강원,통리장,1,1,1,1,1,1,2,100,1,1,1,2
1746,충북,연풍전통시장,1,2,1,1,2,2,2,100,2,1,1,2
1747,충북,삼승원남시장(원남재래시장),1,1,1,1,1,1,2,100,1,1,1,2
1748,충북,회인재래시장,1,1,1,2,2,2,2,30,1,1,1,2
1749,충북,청산시장(청산재래시장),1,1,1,1,2,2,2,10,1,1,2,2
1750,충북,엄정내창시장,1,2,1,2,2,2,2,100,2,2,2,2
1751,충남,광시시장,1,2,1,2,1,1,1,50,1,1,2,2
1752,충남,삽교시장,1,2,1,2,2,2,2,50,2,1,2,2
1753,전북,서동시장,1,1,1,1,1,1,1,100,1,1,1,2
1754,전북,익산금마시장,1,1,1,1,1,1,1,100,1,1,1,2
1755,전북,중앙시장,1,1,1,1,1,1,1,100,1,1,1,2
1756,전남,고흥전통시장,1,1,1,1,1,1,1,100,1,1,1,2
1757,전남,동부시장,1,1,1,1,1,1,1,100,1,1,1,2
1758,전남,목포종합수산시장,1,1,1,1,1,1,2,90,1,1,1,2
1759,전남,망운전통시장,1,2,2,1,2,2,2,70,2,1,1,2
1760,전남,괴목시장,1,2,1,1,2,1,2,100,1,1,2,2
1761,전남,승주시장,1,2,1,1,2,2,2,100,2,1,2,2
1762,전남,중앙시장,1,1,1,1,1,1,1,100,1,1,2,2
1763,전남,덕양시장,1,2,1,1,2,2,2,100,2,1,2,2
1764,전남,중앙선어시장,1,1,1,1,1,1,1,100,1,1,1,2
1765,전남,노화읍5일시장,1,2,1,1,1,1,2,100,1,1,2,2
1766,전남,나산시장,1,2,1,1,2,1,2,100,1,1,1,2
1767,경남,고성시장,1,1,1,1,1,1,1,100,1,1,1,2
1768,경남,영오시장,1,2,2,1,2,2,2,10,2,1,2,2
1769,경남,구암현대시장,1,1,1,1,1,1,1,90,2,1,1,2
1770,경남,덕산그린피아상가,1,1,1,1,1,1,2,50,1,1,2,1
1771,경남,마천시장,1,2,1,1,2,2,2,20,2,1,1,2
1772,경남,북동공설시장,1,1,1,1,1,1,2,50,1,1,1,1
1773,경남,화개장터,1,1,1,1,1,1,1,70,1,1,2,2
1774,제주,모슬포중앙시장,1,1,1,1,1,1,1,100,1,1,1,2
1775,서울,충신시장,1,2,2,2,2,2,2,60,1,2,2,2
1776,부산,반송1번가,1,2,1,1,2,2,2,80,1,2,2,2
1777,광주,나무전거리,1,2,2,1,2,2,2,80,1,2,2,2
1778,광주,지산유원지,1,2,2,2,2,2,2,100,2,1,2,2
1779,경기,여주375아울렛상점가,1,2,2,1,2,2,2,100,1,1,2,1
1780,경기,로데오거리상점가,1,2,1,2,2,2,2,100,1,1,2,2
1781,경기,북광장상가,1,1,1,1,1,1,1,80,1,1,1,2
1782,강원,육림고개 상점가,1,2,1,1,2,2,2,90,1,1,2,2
1783,강원,황지시장상점가,1,2,1,1,1,1,2,100,1,1,1,2
1784,충남,배방상점가,1,2,2,2,2,2,2,100,1,2,2,2
1785,충남,두정동상점가,1,1,1,1,1,1,2,80,2,2,2,1
1786,전북,그린상점가,1,1,1,1,1,1,2,30,1,2,2,2
1787,전남,금당상가,1,2,1,1,1,2,2,90,1,1,2,2
1788,전남,연향패션상가,1,1,1,1,1,1,2,100,1,1,2,2
1789,전남,왕지상가,1,1,1,1,2,2,2,100,1,1,2,2
1790,전남,중앙시민로상점가,1,2,1,1,2,2,2,100,1,2,1,2
1791,서울,명동지하쇼핑센터,1,1,1,1,1,1,1,40,1,1,2,2
1792,서울,을지로지하쇼핑센터,1,1,1,1,1,1,1,100,1,1,1,2
1793,서울,을지입구지하쇼핑센터,1,1,1,1,1,1,1,100,1,1,2,2
1794,서울,회현지하쇼핑센터,1,1,1,1,1,1,1,100,1,1,2,2
1795,부산,남포역S지하상가,1,1,1,1,1,1,1,100,1,1,2,1
1796,인천,제물포지하상가,1,1,1,1,1,1,2,100,1,1,2,2
1797,경기,금곡홍유릉상점가,1,2,1,2,2,2,2,50,2,2,2,2
1798,경기,구갈상점가,1,1,2,1,1,2,2,99,2,2,2,2
1799,서울,합정시장,1,2,2,2,2,2,2,30,1,1,2,2
1800,전남,주암시장,1,1,1,2,2,2,2,50,1,1,1,2
1801,서울,신촌 상점가,1,1,2,2,2,2,2,30,1,1,2,2
1802,서울,엔터식스 강남점,1,1,1,1,1,1,1,30,1,1,2,1
1803,경기,중앙동상점가,1,1,1,1,1,2,2,30,1,2,2,2
1804,경기,덕소상점가,1,2,2,2,2,2,2,30,1,2,2,2
1805,경기,맷돌모루상점가,1,1,1,2,2,2,2,30,1,2,2,2
1806,경기,강변상점가,1,1,1,2,2,2,2,30,1,2,2,2
1807,강원,중앙로 상점가 ,1,1,1,2,2,2,2,30,1,2,2,2
1808,서울,대일상가(낙원지하상가),1,1,1,1,1,2,2,80,1,1,2,2
1809,서울,Team204,1,1,1,1,1,1,1,30,1,1,2,1
1810,경기,터미널상점가,1,2,1,2,2,2,2,80,1,2,2,2
1811,전남,흥국상가,1,2,1,2,2,2,2,80,1,2,2,2
